PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, KAGA
Station name, KangiaNorthGrenL
Begin Date, 2006-05-24
End Date, 2020-06-24
Release Date, 2020-06-25
Source file, KAGA.cwu.nam14.pos
Offset from source file, -11.21 mm North, -29.68 mm East, 139.96 mm Vertical
Reference position, 69.2223010990 North Latitude, -49.8146285775 East Longitude, 149.91394 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2006-08-03,-4.14, 0.78, 1.94, 2.29, 1.64, 8.62, repro,
2006-08-04,-4.42, -0.71, -5.25, 2.3, 1.61, 8.84, repro,
2006-08-05,-6.38, 0.17, -10.67, 2.28, 1.61, 8.55, repro,
2006-08-06,-3.69, -1.25, -7.19, 2.26, 1.57, 8.46, repro,
2006-08-07,-4.54, -0.48, 3.11, 2.72, 1.94, 10.16, repro,
2006-08-08,-5.56, -0.09, -1.94, 2.46, 1.76, 9.24, repro,
2006-08-09,-2.69, -1.35, -1.70, 2.45, 1.71, 8.91, repro,
2006-08-10,-4.08, -0.14, -5.19, 2.29, 1.63, 8.48, repro,
2006-08-11,-6.37, -0.33, -0.85, 2.3, 1.64, 8.66, repro,
2006-08-12,-4.11, -0.95, 1.61, 2.25, 1.6, 8.48, repro,
2006-08-13,-4.40, -0.48, 0.55, 2.2, 1.56, 8.27, repro,
2006-08-14,-5.61, 0.88, -1.22, 2.24, 1.6, 8.38, repro,
2006-08-15,-7.34, 2.16, 1.55, 2.25, 1.62, 8.5, repro,
2006-08-16,-5.68, 0.49, -7.50, 2.21, 1.56, 8.35, repro,
2006-08-17,-4.29, -1.97, 1.00, 2.23, 1.59, 8.39, repro,
2006-08-18,-5.29, -1.46, 1.44, 2.31, 1.63, 8.72, repro,
2006-08-19,-4.22, -2.43, 1.13, 2.29, 1.64, 8.69, repro,
2006-08-20,-5.41, -1.98, 4.84, 2.6, 1.85, 9.59, repro,
2006-08-21,-2.42, -3.13, -0.95, 2.91, 1.96, 10.37, repro,
2006-08-22,-3.85, -1.88, 3.47, 2.39, 1.71, 9.11, repro,
2006-08-23,-5.76, -2.34, -2.10, 2.29, 1.67, 8.57, repro,
2006-08-24,-5.12, -1.20, 3.56, 2.38, 1.73, 9.09, repro,
2006-08-25,-5.96, -0.62, 6.20, 2.27, 1.62, 8.55, repro,
2006-08-26,-7.29, -1.26, 9.41, 2.3, 1.64, 8.7, repro,
2006-08-27,-5.01, -2.46, 11.62, 2.47, 1.76, 9.23, repro,
2006-08-28,-2.61, -2.61, 6.02, 2.72, 1.89, 9.81, repro,
2006-08-29,-3.47, -3.68, 7.53, 2.44, 1.72, 9.08, repro,
2006-08-30,-4.59, -2.01, 11.11, 3.36, 2.34, 12.23, repro,
2006-08-31,14.26, 28.97, 14.04, 83.57, 92.88, 159.87, repro,
2006-09-01,-30.08, 3.51, -23.34, 77.32, 90.4, 293.04, repro,
2006-09-02,11.30, 48.14, -72.90, 45.14, 65.36, 191.03, repro,
2006-09-03,19.31, 9.64, -0.12, 38.09, 64.8, 166.64, repro,
2006-09-04,1.18, 25.77, 72.37, 42.58, 63.3, 172.06, repro,
2006-09-05,1.39, 32.44, 55.28, 41.53, 67.77, 223.88, repro,
2006-09-06,4.63, -41.04, -28.97, 42.43, 110.98, 250.28, repro,
2006-09-07,7.85, 1.94, -28.26, 47.64, 58.22, 131.51, repro,
2006-09-08,-25.38, -7.80, -54.49, 48.91, 52.82, 105.82, repro,
2006-09-09,-4.59, 1.24, -11.23, 38.23, 50.63, 96.77, repro,
2006-09-10,-22.03, 1.78, -17.56, 33.26, 51.12, 93.37, repro,
2006-09-11,-21.00, 93.37, -50.47, 33.83, 39.46, 86.62, repro,
2006-09-12,-18.71, 16.55, 50.30, 40.79, 78.61, 154.81, repro,
2006-09-13,-30.79, 42.73, -2.64, 34.6, 37.84, 85.16, repro,
2006-09-14,-41.42, 95.96, 164.34, 36.32, 57.69, 171.02, repro,
2006-09-15,-30.35, 60.56, 131.29, 42.78, 79.65, 171.1, repro,
2006-09-16,-14.98, 36.28, 3.26, 33.94, 39.15, 78.39, repro,
2006-09-17,-7.77, 29.70, 19.30, 34.17, 40.34, 76.27, repro,
2006-09-18,-19.66, 16.15, 10.34, 39.48, 83.94, 90.79, repro,
2006-09-19,-7.59, 36.59, 40.35, 35.1, 42.65, 75.18, repro,
2006-09-20,-6.63, 20.58, 33.37, 35.36, 42.83, 75.08, repro,
2006-09-21,-29.33, 0.38, 10.73, 37.42, 44.55, 81.57, repro,
2006-09-22,-20.96, -4.97, 26.30, 38.33, 50.36, 81.11, repro,
2006-09-23,-11.65, -23.74, 18.23, 36.71, 52.34, 84.61, repro,
2006-09-24,-6.14, 38.04, 62.57, 38.83, 57.01, 104.97, repro,
2006-09-25,-18.09, 5.33, 16.37, 43.11, 62.29, 143.86, repro,
2006-09-26,-42.14, -44.29, 34.77, 37.81, 49.15, 104.53, repro,
2006-09-27,-14.41, -6.18, -36.39, 42.65, 69.09, 115.78, repro,
2006-09-28,-14.87, -45.12, -58.13, 38.78, 47.87, 98.37, repro,
2006-09-29,-9.18, -44.63, -4.89, 38.89, 48.82, 99.33, repro,
2006-09-30,4.18, -18.31, -34.08, 38.54, 53.71, 100.74, repro,
2006-10-01,-0.87, 13.13, 27.90, 53.29, 130.17, 143.7, repro,
2006-10-02,11.18, -27.27, -64.92, 41.44, 94.96, 188.38, repro,
2006-10-03,-7.67, -6.56, 12.33, 34.49, 71.52, 106.86, repro,
2006-10-04,0.24, 2.97, 25.00, 34.56, 81.4, 93.29, repro,
2006-10-05,-6.21, 1.31, 18.44, 33.35, 51.96, 85.25, repro,
2006-10-06,-18.55, -31.71, 26.20, 41.71, 101.8, 192.88, repro,
2006-10-07,3.56, -52.20, -23.32, 42.77, 102.87, 176.56, repro,
2006-10-08,-9.67, -42.33, 18.29, 33.68, 72.04, 85.5, repro,
2006-10-09,-15.72, -27.92, 18.77, 34.28, 73.11, 89.7, repro,
2006-10-10,11.74, -95.55, -141.72, 59.67, 144.51, 350.59, repro,
2006-10-11,-24.35, -18.08, 16.29, 70.29, 165.09, 384.63, repro,
2006-10-12,-16.23, 1.57, 18.72, 82.62, 184.15, 404.46, repro,
2006-10-13,-29.88, 9.86, 22.94, 135.25, 164.72, 187.18, repro,
2006-10-14,-28.38, 1.28, -26.46, 97.26, 117.03, 238.87, repro,
2006-10-15,-11.65, 4.32, 24.17, 68.61, 89.19, 144.29, repro,
2006-10-16,-8.78, -34.19, 79.20, 62.02, 90.32, 180.01, repro,
2006-10-17,-14.17, -14.67, -18.05, 42.76, 71.15, 134.7, repro,
2006-10-18,5.57, 9.39, -8.90, 46.71, 71.2, 151.48, repro,
2006-10-19,-29.10, 4.70, 65.46, 56.03, 68.09, 157.3, repro,
2006-10-20,-23.24, 1.62, 87.27, 49.64, 69.99, 211.22, repro,
2006-10-21,-119.36, -170.52, 74.05, 661.1, 426.46, 754.93, repro,
2006-10-22,-10.44, -31.26, 8.04, 59.86, 89.23, 134.31, repro,
2006-10-23,8.31, -25.18, -14.47, 39.57, 60.6, 118.92, repro,
2006-10-24,20.10, -30.56, -12.72, 42.31, 62.87, 148.63, repro,
2006-10-25,7.54, -96.83, -86.50, 42.41, 133.51, 156.22, repro,
2006-10-26,39.25, -139.19, -33.37, 42.57, 109.62, 144.52, repro,
2006-10-27,16.11, -33.19, 0.32, 53, 55.86, 170.83, repro,
2006-10-28,-7.43, -69.27, 144.02, 121.77, 78.19, 310.76, repro,
2006-10-29,-242.83, -5.29, 186.52, 394.31, 136.12, 519.73, repro,
2006-10-30,9.85, -21.84, 17.11, 47.43, 44.23, 167.85, repro,
2006-10-31,54.56, -37.74, -190.95, 53.68, 51.73, 147.99, repro,
2006-11-01,5.03, 13.05, -79.76, 40.98, 39.29, 125.03, repro,
2006-11-02,-3.28, 18.16, 82.32, 90.52, 57.65, 157.9, repro,
