CCAR's Altimetry Explorer
https://ccar.colorado.edu/altimetry/
ALTIMETRY INFORMATION
lat,70.416667
lon,-21.916667
Source,JPL SSHA Grids v1812

TIDEGAUGE INFORMATION
lat,70.48300170898438
lon,338.0169982910156
code,809
location,Ittoqqortoormiit
Source,UHSLC FD + RQ data


Altimetry,,,Tide Gauge
time,sla (cm),,time,sla (cm)
1992.7522245037646,-1.7614407704304733,,2007.7967145790553,28.093510324483674
1992.7659137577002,-2.0112680361699145,,2007.8104038329911,48.29351032448369
1992.7796030116358,-2.1279152796696703,,2007.8240930869267,27.99351032448368
1992.7932922655716,-0.3611688182782212,,2007.8377823408625,17.593510324483674
1992.8069815195072,1.0875553919840775,,2007.851471594798,8.393510324483685
1992.8206707734428,0.5417966081667861,,2007.8651608487337,2.793510324483691
1992.8343600273786,-1.318322198195366,,2007.8788501026695,12.693510324483697
1992.8480492813142,-2.8494471476506273,,2007.892539356605,10.193510324483697
1992.8617385352497,-5.239937917990593,,2007.9062286105407,16.29351032448369
1992.8754277891856,-5.900396005911736,,2007.9199178644765,25.193510324483697
1992.8891170431211,-6.143983022971062,,2007.933607118412,16.693510324483697
1992.9028062970567,-6.222422735495476,,2007.9472963723476,24.99351032448368
1992.9164955509925,-3.3571618960331957,,2007.9609856262834,18.79351032448369
1992.930184804928,-3.7099799082707445,,2007.974674880219,29.893510324483685
1992.9438740588637,-3.2399243281315844,,2007.9883641341546,31.393510324483685
1992.9575633127995,-2.9360288546513598,,2008.0020533880904,22.093510324483674
1992.971252566735,-3.059078113837151,,2008.015742642026,30.49351032448368
1992.9849418206709,-3.20733274678698,,2008.0294318959616,2.4935103244836796
1992.9986310746065,-3.3115631506871264,,2008.0431211498974,22.29351032448369
1993.012320328542,-4.029429094595818,,2008.056810403833,24.193510324483697
1993.0260095824779,-4.660278932852654,,2008.0704996577686,27.79351032448369
1993.0396988364134,-4.514312403006462,,2008.0841889117044,2.6935103244836966
1993.053388090349,-3.3157750533055346,,2008.09787816564,39.49351032448368
1993.0670773442848,-4.176658289236931,,2008.1115674195755,22.79351032448369
1993.0807665982204,-3.82741011838427,,2008.1252566735113,0.8935103244836853
1993.094455852156,-4.126034395499138,,2008.138945927447,36.893510324483685
1993.1081451060918,-4.015772001547722,,2008.1526351813827,28.393510324483685
1993.1218343600274,-4.885658399863152,,2008.1663244353183,12.49351032448368
1993.135523613963,-6.642073290152458,,2008.1800136892539,20.49351032448368
1993.1492128678988,-8.63619770268908,,2008.1937029431897,18.99351032448368
1993.1629021218343,-8.796070711417107,,2008.2073921971253,-2.906489675516326
1993.17659137577,-8.043971674246697,,2008.2210814510609,-9.606489675516315
1993.1902806297057,-6.984636919302849,,2008.2347707049967,-12.606489675516315
1993.2039698836413,-7.3144604132603686,,2008.2484599589322,-15.706489675516309
1993.217659137577,-7.876479284567742,,2008.2621492128678,-22.20648967551631
1993.2313483915127,-8.254909174246697,,2008.2758384668036,-12.906489675516326
1993.2450376454483,-9.223030702872185,,2008.2895277207392,-10.706489675516309
1993.2587268993839,-9.642403261465935,,2008.3032169746748,-4.206489675516309
1993.2724161533197,-8.413946764273552,,2008.3169062286106,4.49351032448368
1993.2861054072553,-8.090547220511345,,2008.3305954825462,-12.306489675516303
1993.299794661191,-6.013802664084343,,2008.3442847364818,-10.206489675516309
1993.3134839151267,-3.987625734610466,,2008.3579739904176,-17.606489675516315
1993.3271731690622,-4.057794229788689,,2008.3716632443532,-15.106489675516315
1993.340862422998,-5.366014616293816,,2008.3853524982887,-15.606489675516315
1993.3545516769336,-6.272806303305535,,2008.3990417522245,-1.6064896755163147
1993.3682409308692,-7.108585493369011,,2008.4127310061601,-3.3064896755163034
1993.381930184805,-7.812766687674431,,2008.4264202600957,-3.206489675516309
1993.3956194387406,-7.468100683493523,,2008.4401095140315,-8.806489675516303
1993.4093086926762,-6.292638914389519,,2008.453798767967,-5.606489675516315
1993.422997946612,-6.011482374472527,,2008.467488021903,4.693510324483697
1993.4366872005476,-4.356119768423943,,2008.4811772758385,0.8935103244836853
1993.4503764544831,-4.603531019492058,,2008.494866529774,0.4935103244836796
1993.464065708419,-4.516678945822624,,2008.5085557837099,-2.6064896755163147
1993.4777549623545,-4.789055959982781,,2008.5222450376455,-0.30648967551630335
1993.4914442162901,-5.478894369406609,,2008.535934291581,10.393510324483685
1993.505133470226,-5.957530634207634,,2008.5496235455169,9.193510324483697
1993.5188227241615,-5.409079687399773,,2008.5633127994524,-0.20648967551630903
1993.532511978097,-4.912304060263542,,2008.577002053388,-10.606489675516315
1993.546201232033,-4.249505655569939,,2008.5906913073238,-11.206489675516309
1993.5598904859685,-3.8674181864689867,,2008.6043805612594,-0.30648967551630335
1993.5735797399043,-3.8864115641545336,,2008.618069815195,12.293510324483691
1993.5872689938399,-4.143148081107048,,2008.6317590691308,-1.906489675516326
1993.6009582477755,-4.456870691580681,,2008.6454483230664,24.29351032448369
1993.6146475017113,-5.308252470297722,,2008.659137577002,5.893510324483685
1993.6283367556468,-2.6078051493596117,,2008.6728268309378,3.093510324483674
1993.6420260095824,-3.435148851675896,,2008.6865160848733,15.193510324483697
1993.6557152635182,-2.4025968478154223,,2008.7138945927447,20.393510324483685
1993.6694045174538,-2.254526989264397,,2008.7275838466803,2.3935103244836853
1993.6830937713894,-1.8375685379933395,,2008.7412731006161,-4.606489675516315
1993.6967830253252,-2.620370046896843,,2008.7549623545517,-8.106489675516315
1993.7104722792608,-2.779483692450432,,2008.7686516084873,7.99351032448368
