CCAR's Altimetry Explorer
https://ccar.colorado.edu/altimetry/
ALTIMETRY INFORMATION
lat,64.25
lon,-51.75
Source,JPL SSHA Grids v1812

TIDEGAUGE INFORMATION
lat,64.1719970703125
lon,308.2799987792969
code,820
location,Nuuk
Source,UHSLC FD + RQ data


Altimetry,,,Tide Gauge
time,sla (cm),,time,sla (cm)
1992.7522245037646,-3.797284268613377,,2014.5181382614649,2.629234972677807
1992.7659137577002,-2.4564367763953596,,2014.5318275154004,-3.870765027322193
1992.7796030116358,-1.9422445528464705,,2014.545516769336,-5.170765027322204
1992.7932922655716,-4.629960679288426,,2014.5592060232718,0.32923497267779567
1992.8069815195072,-8.471431874509374,,2014.5728952772074,-4.970765027322216
1992.8206707734428,-8.733820103879491,,2014.586584531143,-3.1707650273222043
1992.8343600273786,-4.4039203159766585,,2014.6002737850788,-1.270765027322227
1992.8480492813142,0.588353849176845,,2014.6139630390144,-1.770765027322227
1992.8617385352497,1.9173754222435564,,2014.62765229295,3.0292349726777843
1992.8754277891856,0.8335435755295366,,2014.6413415468858,-3.6707650273222043
1992.8891170431211,0.5175670154137224,,2014.6550308008214,-1.270765027322227
1992.9028062970567,1.7751421697182268,,2014.668720054757,15.729234972677773
1992.9164955509925,3.4256595141930193,,2014.6824093086927,15.029234972677784
1992.930184804928,4.571553087954006,,2014.6960985626283,9.129234972677807
1992.9438740588637,5.482022143129787,,2014.709787816564,9.229234972677773
1992.9575633127995,4.388966894869289,,2014.7234770704997,25.42923497267776
1992.971252566735,1.1425300605339617,,2014.7371663244353,12.729234972677773
1992.9849418206709,-2.2391675941901594,,2014.7508555783709,-5.670765027322204
1992.9986310746065,-3.2536748878913313,,2014.7645448323067,-2.4707650273222157
1993.012320328542,1.1045319802803606,,2014.7782340862423,11.329234972677796
1993.0260095824779,-2.5545572273688704,,2014.791923340178,13.629234972677807
1993.0396988364134,-0.062134741644778876,,2014.8056125941137,10.829234972677796
1993.053388090349,-2.293912553067723,,2014.8193018480492,-7.170765027322204
1993.0670773442848,-3.566472672696629,,2014.832991101985,0.0292349726777843
1993.0807665982204,-4.181960725064793,,2014.8466803559206,-1.870765027322193
1993.094455852156,-3.658424042935887,,2014.8603696098562,8.329234972677796
1993.1081451060918,-3.2868904106574446,,2014.874058863792,15.129234972677807
1993.1218343600274,-1.7489187948661238,,2014.8877481177276,29.629234972677807
1993.135523613963,-1.804714702840367,,2014.9014373716632,14.829234972677796
1993.1492128678988,-1.965604686017552,,2014.915126625599,11.629234972677807
1993.1629021218343,-2.6202105514960676,,2014.9288158795346,17.42923497267776
1993.17659137577,-2.760547780271092,,2014.9425051334701,-12.570765027322238
1993.1902806297057,-3.791750334973851,,2014.956194387406,7.029234972677784
1993.2039698836413,-5.014325761075535,,2014.9698836413415,-11.270765027322227
1993.217659137577,-5.782057904477635,,2014.9835728952771,2.5292349726777843
1993.2313483915127,-8.599352978940527,,2014.997262149213,14.629234972677807
1993.2450376454483,-9.017502927060644,,2015.0109514031485,-9.570765027322238
1993.2587268993839,-8.363371991391698,,2015.024640657084,-18.07076502732224
1993.2724161533197,-8.307876729245702,,2015.03832991102,-9.570765027322238
1993.2861054072553,-9.05730929302744,,2015.0520191649555,2.3292349726777957
1993.299794661191,-9.018129491086523,,2015.065708418891,-0.07076502732223844
1993.3134839151267,-8.933828496213476,,2015.0793976728269,-9.270765027322227
1993.3271731690622,-9.736910962338964,,2015.0930869267625,11.129234972677807
1993.340862422998,-10.09859862255625,,2015.1067761806983,-6.770765027322227
1993.3545516769336,-7.168286465879002,,2015.1204654346338,-10.970765027322216
1993.3682409308692,-3.4731508724646956,,2015.1341546885694,-8.570765027322238
1993.381930184805,-0.2546425692992598,,2015.1478439425052,-5.670765027322204
1993.3956194387406,2.32486901355215,,2015.1615331964408,-1.0707650273222384
1993.4093086926762,1.7395367391151995,,2015.1752224503764,-0.17076502732220433
1993.422997946612,-0.7060743801551252,,2015.1889117043122,-2.9707650273222157
1993.4366872005476,-2.079568766828099,,2015.2026009582478,-10.570765027322238
1993.4503764544831,-2.278919600720921,,2015.2162902121834,-6.670765027322204
1993.464065708419,-2.025420212026158,,2015.2299794661192,4.429234972677762
1993.4777549623545,-1.689433359380284,,2015.2436687200548,-8.670765027322204
1993.4914442162901,-0.7338080041366011,,2015.2573579739903,4.229234972677773
1993.505133470226,-0.39561947512201373,,2015.2710472279261,-8.670765027322204
1993.5188227241615,-1.1138458483176619,,2015.2847364818617,1.9292349726777616
1993.532511978097,-2.8093108169989973,,2015.2984257357973,-21.470765027322216
1993.546201232033,-2.266923331494847,,2015.3121149897331,-28.470765027322216
1993.5598904859685,-2.637040757413426,,2015.3258042436687,-22.170765027322204
1993.5735797399043,-0.6723221771674543,,2015.3394934976043,-12.870765027322193
1993.5872689938399,1.0816106565041155,,2015.35318275154,-4.070765027322238
1993.6009582477755,0.7199094660324663,,2015.3668720054757,-6.570765027322238
1993.6146475017113,-0.3122041754680068,,2015.3805612594113,-6.870765027322193
1993.6283367556468,0.7956644065422624,,2015.394250513347,-7.870765027322193
1993.6420260095824,3.216408825640163,,2015.4079397672826,-8.370765027322193
1993.6557152635182,3.320551968340358,,2015.4216290212185,-14.270765027322227
1993.6694045174538,0.4018471903843492,,2015.435318275154,-14.870765027322193
1993.6830937713894,-2.676371001477757,,2015.4490075290896,-11.870765027322193
1993.6967830253252,-2.9538444511847883,,2015.4626967830254,-2.0707650273222384
1993.7104722792608,-1.802680634732762,,2015.476386036961,-12.070765027322238
