Time (UTC),prs(m)
9/19/20 18:57,-3.186
9/19/20 19:02,-3.113
9/19/20 19:07,-3.041
9/19/20 19:12,-2.964
9/19/20 19:17,-2.891
9/19/20 19:22,-2.804
9/19/20 19:27,-2.73
9/19/20 19:32,-2.635
9/19/20 19:37,-2.551
9/19/20 19:42,-2.469
9/19/20 19:47,-2.377
9/19/20 19:52,-2.288
9/19/20 19:57,-2.192
9/19/20 20:02,-2.096
9/19/20 20:07,-1.996
9/19/20 20:12,-1.895
9/19/20 20:17,-1.79
9/19/20 20:22,-1.688
9/19/20 20:27,-1.585
9/19/20 20:32,-1.48
9/19/20 20:37,-1.379
9/19/20 20:42,-1.278
9/19/20 20:47,-1.178
9/19/20 20:52,-1.083
9/19/20 20:57,-0.983
9/19/20 21:02,-0.883
9/19/20 21:07,-0.788
9/19/20 21:12,-0.693
9/19/20 21:17,-0.604
9/19/20 21:22,-0.511
9/19/20 21:27,-0.415
9/19/20 21:32,-0.329
9/19/20 21:37,-0.238
9/19/20 21:42,-0.155
9/19/20 21:47,-0.067
9/19/20 21:52,0.01
9/19/20 21:57,0.087
9/19/20 22:02,0.16
9/19/20 22:07,0.225
9/19/20 22:12,0.296
9/19/20 22:17,0.357
9/19/20 22:22,0.417
9/19/20 22:27,0.48
9/19/20 22:32,0.529
9/19/20 22:37,0.58
9/19/20 22:42,0.627
9/19/20 22:47,0.665
9/19/20 22:52,0.712
9/19/20 22:57,0.741
9/19/20 23:02,0.77
9/19/20 23:07,0.8
9/19/20 23:12,0.82
9/19/20 23:17,0.838
9/19/20 23:22,0.851
9/19/20 23:27,0.862
9/19/20 23:32,0.87
9/19/20 23:37,0.868
9/19/20 23:42,0.866
9/19/20 23:47,0.858
9/19/20 23:52,0.848
9/19/20 23:57,0.829
9/20/20 0:02,0.809
9/20/20 0:07,0.788
9/20/20 0:12,0.761
9/20/20 0:17,0.727
9/20/20 0:22,0.691
9/20/20 0:27,0.648
9/20/20 0:32,0.609
9/20/20 0:37,0.56
9/20/20 0:42,0.504
9/20/20 0:47,0.45
9/20/20 0:52,0.388
9/20/20 0:57,0.33
9/20/20 1:02,0.263
9/20/20 1:07,0.196
9/20/20 1:12,0.129
9/20/20 1:17,0.052
9/20/20 1:22,-0.024
9/20/20 1:27,-0.103
9/20/20 1:32,-0.178
9/20/20 1:37,-0.263
9/20/20 1:42,-0.348
9/20/20 1:47,-0.436
9/20/20 1:52,-0.528
9/20/20 1:57,-0.622
9/20/20 2:02,-0.711
9/20/20 2:07,-0.799
9/20/20 2:12,-0.897
9/20/20 2:17,-0.994
9/20/20 2:22,-1.088
9/20/20 2:27,-1.183
9/20/20 2:32,-1.285
9/20/20 2:37,-1.385
9/20/20 2:42,-1.485
9/20/20 2:47,-1.585
9/20/20 2:52,-1.684
9/20/20 2:57,-1.785
9/20/20 3:02,-1.883
9/20/20 3:07,-1.984
9/20/20 3:12,-2.082
9/20/20 3:17,-2.178
9/20/20 3:22,-2.277
9/20/20 3:27,-2.369
9/20/20 3:32,-2.465
9/20/20 3:37,-2.556
9/20/20 3:42,-2.642
9/20/20 3:47,-2.729
9/20/20 3:52,-2.816
9/20/20 3:57,-2.899
9/20/20 4:02,-2.978
9/20/20 4:07,-3.058
9/20/20 4:12,-3.137
9/20/20 4:17,-3.21
9/20/20 4:22,-3.282
9/20/20 4:27,-3.349
9/20/20 4:32,-3.416
9/20/20 4:37,-3.48
9/20/20 4:42,-3.539
9/20/20 4:47,-3.592
9/20/20 4:52,-3.645
9/20/20 4:57,-3.692
9/20/20 5:02,-3.733
9/20/20 5:07,-3.77
9/20/20 5:12,-3.802
9/20/20 5:17,-3.831
9/20/20 5:22,-3.855
9/20/20 5:27,-3.877
9/20/20 5:32,-3.89
9/20/20 5:37,-3.9
9/20/20 5:42,-3.908
9/20/20 5:47,-3.911
9/20/20 5:52,-3.911
9/20/20 5:57,-3.904
9/20/20 6:02,-3.895
9/20/20 6:07,-3.882
9/20/20 6:12,-3.861
9/20/20 6:17,-3.837
9/20/20 6:22,-3.812
9/20/20 6:27,-3.783
9/20/20 6:32,-3.75
9/20/20 6:37,-3.712
9/20/20 6:42,-3.67
9/20/20 6:47,-3.623
9/20/20 6:52,-3.576
9/20/20 6:57,-3.521
9/20/20 7:02,-3.462
9/20/20 7:07,-3.402
9/20/20 7:12,-3.34
9/20/20 7:17,-3.275
9/20/20 7:22,-3.204
9/20/20 7:27,-3.13
9/20/20 7:32,-3.054
9/20/20 7:37,-2.979
9/20/20 7:42,-2.898
9/20/20 7:47,-2.813
9/20/20 7:52,-2.722
9/20/20 7:57,-2.64
9/20/20 8:02,-2.552
9/20/20 8:07,-2.454
9/20/20 8:12,-2.366
9/20/20 8:17,-2.271
9/20/20 8:22,-2.174
9/20/20 8:27,-2.077
9/20/20 8:32,-1.972
9/20/20 8:37,-1.876
9/20/20 8:42,-1.778
9/20/20 8:47,-1.676
9/20/20 8:52,-1.573
9/20/20 8:57,-1.475
9/20/20 9:02,-1.374
9/20/20 9:07,-1.275
9/20/20 9:12,-1.173
9/20/20 9:17,-1.07
9/20/20 9:22,-0.983
9/20/20 9:27,-0.88
9/20/20 9:32,-0.784
9/20/20 9:37,-0.695
9/20/20 9:42,-0.598
9/20/20 9:47,-0.512
9/20/20 9:52,-0.421
9/20/20 9:57,-0.333
9/20/20 10:02,-0.25
9/20/20 10:07,-0.165
9/20/20 10:12,-0.082
9/20/20 10:17,0
9/20/20 10:22,0.075
9/20/20 10:27,0.147
9/20/20 10:32,0.219
9/20/20 10:37,0.284
9/20/20 10:42,0.348
9/20/20 10:47,0.411
9/20/20 10:52,0.467
9/20/20 10:57,0.52
9/20/20 11:02,0.572
9/20/20 11:07,0.617
9/20/20 11:12,0.66
9/20/20 11:17,0.698
9/20/20 11:22,0.735
9/20/20 11:27,0.762
9/20/20 11:32,0.792
9/20/20 11:37,0.816
9/20/20 11:42,0.835
9/20/20 11:47,0.848
9/20/20 11:52,0.862
9/20/20 11:57,0.867
9/20/20 12:02,0.868
9/20/20 12:07,0.869
9/20/20 12:12,0.861
9/20/20 12:17,0.852
9/20/20 12:22,0.838
9/20/20 12:27,0.818
9/20/20 12:32,0.8
9/20/20 12:37,0.77
9/20/20 12:42,0.743
9/20/20 12:47,0.713
9/20/20 12:52,0.674
9/20/20 12:57,0.635
9/20/20 13:02,0.589
9/20/20 13:07,0.542
9/20/20 13:12,0.492
9/20/20 13:17,0.435
9/20/20 13:22,0.374
9/20/20 13:27,0.315
9/20/20 13:32,0.252
9/20/20 13:37,0.184
9/20/20 13:42,0.117
9/20/20 13:47,0.044
9/20/20 13:52,-0.027
9/20/20 13:57,-0.107
9/20/20 14:02,-0.185
9/20/20 14:07,-0.27
9/20/20 14:12,-0.352
9/20/20 14:17,-0.432
9/20/20 14:22,-0.521
9/20/20 14:27,-0.609
9/20/20 14:32,-0.694
9/20/20 14:37,-0.786
9/20/20 14:42,-0.879
9/20/20 14:47,-0.971
9/20/20 14:52,-1.064
9/20/20 14:57,-1.158
9/20/20 15:02,-1.249
9/20/20 15:07,-1.346
9/20/20 15:12,-1.441
9/20/20 15:17,-1.537
9/20/20 15:22,-1.63
9/20/20 15:27,-1.724
9/20/20 15:32,-1.82
9/20/20 15:37,-1.913
9/20/20 15:42,-2.008
9/20/20 15:47,-2.092
9/20/20 15:52,-2.184
9/20/20 15:57,-2.274
9/20/20 16:02,-2.357
9/20/20 16:07,-2.441
9/20/20 16:12,-2.525
9/20/20 16:17,-2.609
9/20/20 16:22,-2.684
9/20/20 16:27,-2.762
9/20/20 16:32,-2.832
9/20/20 16:37,-2.903
9/20/20 16:42,-2.974
9/20/20 16:47,-3.039
9/20/20 16:52,-3.105
9/20/20 16:57,-3.168
9/20/20 17:02,-3.229
9/20/20 17:07,-3.287
9/20/20 17:12,-3.336
9/20/20 17:17,-3.386
9/20/20 17:22,-3.432
9/20/20 17:27,-3.47
9/20/20 17:32,-3.508
9/20/20 17:37,-3.543
9/20/20 17:42,-3.567
9/20/20 17:47,-3.595
9/20/20 17:52,-3.61
9/20/20 17:57,-3.627
9/20/20 18:02,-3.639
9/20/20 18:07,-3.644
9/20/20 18:12,-3.646
9/20/20 18:17,-3.643
9/20/20 18:22,-3.64
9/20/20 18:27,-3.633
9/20/20 18:32,-3.62
9/20/20 18:37,-3.599
9/20/20 18:42,-3.574
9/20/20 18:47,-3.551
9/20/20 18:52,-3.523
9/20/20 18:57,-3.489
9/20/20 19:02,-3.448
9/20/20 19:07,-3.413
9/20/20 19:12,-3.368
9/20/20 19:17,-3.318
9/20/20 19:22,-3.268
9/20/20 19:27,-3.218
9/20/20 19:32,-3.161
9/20/20 19:37,-3.098
9/20/20 19:42,-3.029
9/20/20 19:47,-2.97
9/20/20 19:52,-2.903
9/20/20 19:57,-2.827
9/20/20 20:02,-2.748
9/20/20 20:07,-2.674
9/20/20 20:12,-2.601
9/20/20 20:17,-2.519
9/20/20 20:22,-2.434
9/20/20 20:27,-2.349
9/20/20 20:32,-2.269
9/20/20 20:37,-2.182
9/20/20 20:42,-2.091
9/20/20 20:47,-2.006
9/20/20 20:52,-1.913
9/20/20 20:57,-1.82
9/20/20 21:02,-1.726
9/20/20 21:07,-1.628
9/20/20 21:12,-1.527
9/20/20 21:17,-1.436
9/20/20 21:22,-1.339
9/20/20 21:27,-1.244
9/20/20 21:32,-1.155
9/20/20 21:37,-1.058
9/20/20 21:42,-0.97
9/20/20 21:47,-0.879
9/20/20 21:52,-0.788
9/20/20 21:57,-0.699
9/20/20 22:02,-0.616
9/20/20 22:07,-0.532
9/20/20 22:12,-0.45
9/20/20 22:17,-0.373
9/20/20 22:22,-0.294
9/20/20 22:27,-0.219
9/20/20 22:32,-0.147
9/20/20 22:37,-0.076
9/20/20 22:42,-0.006
9/20/20 22:47,0.058
9/20/20 22:52,0.126
9/20/20 22:57,0.187
9/20/20 23:02,0.237
9/20/20 23:07,0.295
9/20/20 23:12,0.341
9/20/20 23:17,0.388
9/20/20 23:22,0.434
9/20/20 23:27,0.472
9/20/20 23:32,0.505
9/20/20 23:37,0.542
9/20/20 23:42,0.573
9/20/20 23:47,0.599
9/20/20 23:52,0.617
9/20/20 23:57,0.635
9/21/20 0:02,0.649
9/21/20 0:07,0.661
9/21/20 0:12,0.669
9/21/20 0:17,0.664
9/21/20 0:22,0.666
9/21/20 0:27,0.664
9/21/20 0:32,0.65
9/21/20 0:37,0.64
9/21/20 0:42,0.623
9/21/20 0:47,0.599
9/21/20 0:52,0.58
9/21/20 0:57,0.553
9/21/20 1:02,0.513
9/21/20 1:07,0.483
9/21/20 1:12,0.442
9/21/20 1:17,0.402
9/21/20 1:22,0.36
9/21/20 1:27,0.304
9/21/20 1:32,0.254
9/21/20 1:37,0.198
9/21/20 1:42,0.14
9/21/20 1:47,0.077
9/21/20 1:52,0.015
9/21/20 1:57,-0.057
9/21/20 2:02,-0.122
9/21/20 2:07,-0.193
9/21/20 2:12,-0.268
9/21/20 2:17,-0.336
9/21/20 2:22,-0.418
9/21/20 2:27,-0.494
9/21/20 2:32,-0.57
9/21/20 2:37,-0.656
9/21/20 2:42,-0.742
9/21/20 2:47,-0.824
9/21/20 2:52,-0.912
9/21/20 2:57,-1.004
9/21/20 3:02,-1.089
9/21/20 3:07,-1.18
9/21/20 3:12,-1.273
9/21/20 3:17,-1.358
9/21/20 3:22,-1.45
9/21/20 3:27,-1.54
9/21/20 3:32,-1.637
9/21/20 3:37,-1.725
9/21/20 3:42,-1.811
9/21/20 3:47,-1.911
9/21/20 3:52,-1.999
9/21/20 3:57,-2.092
9/21/20 4:02,-2.178
9/21/20 4:07,-2.263
9/21/20 4:12,-2.356
9/21/20 4:17,-2.441
9/21/20 4:22,-2.523
9/21/20 4:27,-2.601
9/21/20 4:32,-2.685
9/21/20 4:37,-2.761
9/21/20 4:42,-2.834
9/21/20 4:47,-2.909
9/21/20 4:52,-2.97
9/21/20 4:57,-3.042
9/21/20 5:02,-3.109
9/21/20 5:07,-3.176
9/21/20 5:12,-3.24
9/21/20 5:17,-3.298
9/21/20 5:22,-3.35
9/21/20 5:27,-3.402
9/21/20 5:32,-3.451
9/21/20 5:37,-3.491
9/21/20 5:42,-3.533
9/21/20 5:47,-3.568
9/21/20 5:52,-3.598
9/21/20 5:57,-3.63
9/21/20 6:02,-3.65
9/21/20 6:07,-3.67
9/21/20 6:12,-3.688
9/21/20 6:17,-3.698
9/21/20 6:22,-3.706
9/21/20 6:27,-3.711
9/21/20 6:32,-3.708
9/21/20 6:37,-3.702
9/21/20 6:42,-3.695
9/21/20 6:47,-3.676
9/21/20 6:52,-3.661
9/21/20 6:57,-3.639
9/21/20 7:02,-3.617
9/21/20 7:07,-3.582
9/21/20 7:12,-3.551
9/21/20 7:17,-3.519
9/21/20 7:22,-3.478
9/21/20 7:27,-3.44
9/21/20 7:32,-3.394
9/21/20 7:37,-3.347
9/21/20 7:42,-3.298
9/21/20 7:47,-3.238
9/21/20 7:52,-3.185
9/21/20 7:57,-3.123
9/21/20 8:02,-3.063
9/21/20 8:07,-2.996
9/21/20 8:12,-2.925
9/21/20 8:17,-2.857
9/21/20 8:22,-2.779
9/21/20 8:27,-2.701
9/21/20 8:32,-2.625
9/21/20 8:37,-2.545
9/21/20 8:42,-2.468
9/21/20 8:47,-2.384
9/21/20 8:52,-2.295
9/21/20 8:57,-2.213
9/21/20 9:02,-2.127
9/21/20 9:07,-2.034
9/21/20 9:12,-1.95
9/21/20 9:17,-1.857
9/21/20 9:22,-1.763
9/21/20 9:27,-1.671
9/21/20 9:32,-1.572
9/21/20 9:37,-1.478
9/21/20 9:42,-1.388
9/21/20 9:47,-1.299
9/21/20 9:52,-1.201
9/21/20 9:57,-1.113
9/21/20 10:02,-1.027
9/21/20 10:07,-0.935
9/21/20 10:12,-0.846
9/21/20 10:17,-0.761
9/21/20 10:22,-0.675
9/21/20 10:27,-0.595
9/21/20 10:32,-0.519
9/21/20 10:37,-0.432
9/21/20 10:42,-0.36
9/21/20 10:47,-0.286
9/21/20 10:52,-0.203
9/21/20 10:57,-0.135
9/21/20 11:02,-0.066
9/21/20 11:07,0.002
9/21/20 11:12,0.064
9/21/20 11:17,0.13
9/21/20 11:22,0.191
9/21/20 11:27,0.247
9/21/20 11:32,0.296
9/21/20 11:37,0.352
9/21/20 11:42,0.396
9/21/20 11:47,0.446
9/21/20 11:52,0.482
9/21/20 11:57,0.519
9/21/20 12:02,0.556
9/21/20 12:07,0.582
9/21/20 12:12,0.608
9/21/20 12:17,0.628
9/21/20 12:22,0.649
9/21/20 12:27,0.666
9/21/20 12:32,0.676
9/21/20 12:37,0.688
9/21/20 12:42,0.69
9/21/20 12:47,0.695
9/21/20 12:52,0.692
9/21/20 12:57,0.685
9/21/20 13:02,0.674
9/21/20 13:07,0.664
9/21/20 13:12,0.646
9/21/20 13:17,0.625
9/21/20 13:22,0.601
9/21/20 13:27,0.57
9/21/20 13:32,0.54
9/21/20 13:37,0.508
9/21/20 13:42,0.468
9/21/20 13:47,0.426
9/21/20 13:52,0.384
9/21/20 13:57,0.336
9/21/20 14:02,0.282
9/21/20 14:07,0.228
9/21/20 14:12,0.172
9/21/20 14:17,0.112
9/21/20 14:22,0.055
9/21/20 14:27,-0.011
9/21/20 14:32,-0.07
9/21/20 14:37,-0.137
9/21/20 14:42,-0.206
9/21/20 14:47,-0.277
9/21/20 14:52,-0.35
9/21/20 14:57,-0.421
9/21/20 15:02,-0.502
9/21/20 15:07,-0.58
9/21/20 15:12,-0.662
9/21/20 15:17,-0.738
9/21/20 15:22,-0.821
9/21/20 15:27,-0.903
9/21/20 15:32,-0.983
9/21/20 15:37,-1.066
9/21/20 15:42,-1.153
9/21/20 15:47,-1.239
9/21/20 15:52,-1.322
9/21/20 15:57,-1.402
9/21/20 16:02,-1.484
9/21/20 16:07,-1.575
9/21/20 16:12,-1.657
9/21/20 16:17,-1.737
9/21/20 16:22,-1.823
9/21/20 16:27,-1.9
9/21/20 16:32,-1.988
9/21/20 16:37,-2.062
9/21/20 16:42,-2.137
9/21/20 16:47,-2.219
9/21/20 16:52,-2.291
9/21/20 16:57,-2.369
9/21/20 17:02,-2.441
9/21/20 17:07,-2.512
9/21/20 17:12,-2.581
9/21/20 17:17,-2.648
9/21/20 17:22,-2.711
9/21/20 17:27,-2.772
9/21/20 17:32,-2.828
9/21/20 17:37,-2.89
9/21/20 17:42,-2.942
9/21/20 17:47,-2.994
9/21/20 17:52,-3.047
9/21/20 17:57,-3.096
9/21/20 18:02,-3.137
9/21/20 18:07,-3.179
9/21/20 18:12,-3.223
9/21/20 18:17,-3.251
9/21/20 18:22,-3.286
9/21/20 18:27,-3.309
9/21/20 18:32,-3.331
9/21/20 18:37,-3.354
9/21/20 18:42,-3.37
9/21/20 18:47,-3.378
9/21/20 18:52,-3.388
9/21/20 18:57,-3.389
9/21/20 19:02,-3.389
9/21/20 19:07,-3.386
9/21/20 19:12,-3.38
9/21/20 19:17,-3.368
9/21/20 19:22,-3.348
9/21/20 19:27,-3.335
9/21/20 19:32,-3.311
9/21/20 19:37,-3.286
9/21/20 19:42,-3.259
9/21/20 19:47,-3.225
9/21/20 19:52,-3.195
9/21/20 19:57,-3.152
9/21/20 20:02,-3.108
9/21/20 20:07,-3.064
9/21/20 20:12,-3.016
9/21/20 20:17,-2.969
9/21/20 20:22,-2.914
9/21/20 20:27,-2.864
9/21/20 20:32,-2.8
9/21/20 20:37,-2.744
9/21/20 20:42,-2.683
9/21/20 20:47,-2.617
9/21/20 20:52,-2.551
9/21/20 20:57,-2.48
9/21/20 21:02,-2.41
9/21/20 21:07,-2.337
9/21/20 21:12,-2.265
9/21/20 21:17,-2.187
9/21/20 21:22,-2.113
9/21/20 21:27,-2.035
9/21/20 21:32,-1.959
9/21/20 21:37,-1.875
9/21/20 21:42,-1.792
9/21/20 21:47,-1.711
9/21/20 21:52,-1.624
9/21/20 21:57,-1.545
9/21/20 22:02,-1.457
9/21/20 22:07,-1.377
9/21/20 22:12,-1.3
9/21/20 22:17,-1.208
9/21/20 22:22,-1.13
9/21/20 22:27,-1.049
9/21/20 22:32,-0.965
9/21/20 22:37,-0.892
9/21/20 22:42,-0.816
9/21/20 22:47,-0.738
9/21/20 22:52,-0.67
9/21/20 22:57,-0.597
9/21/20 23:02,-0.524
9/21/20 23:07,-0.46
9/21/20 23:12,-0.392
9/21/20 23:17,-0.326
9/21/20 23:22,-0.265
9/21/20 23:27,-0.211
9/21/20 23:32,-0.147
9/21/20 23:37,-0.094
9/21/20 23:42,-0.046
9/21/20 23:47,0.007
9/21/20 23:52,0.045
9/21/20 23:57,0.092
9/22/20 0:02,0.136
9/22/20 0:07,0.164
9/22/20 0:12,0.2
9/22/20 0:17,0.235
9/22/20 0:22,0.256
9/22/20 0:27,0.289
9/22/20 0:32,0.306
9/22/20 0:37,0.32
9/22/20 0:42,0.339
9/22/20 0:47,0.349
9/22/20 0:52,0.356
9/22/20 0:57,0.363
9/22/20 1:02,0.367
9/22/20 1:07,0.364
9/22/20 1:12,0.362
9/22/20 1:17,0.35
9/22/20 1:22,0.335
9/22/20 1:27,0.325
9/22/20 1:32,0.305
9/22/20 1:37,0.284
9/22/20 1:42,0.261
9/22/20 1:47,0.228
9/22/20 1:52,0.199
9/22/20 1:57,0.165
9/22/20 2:02,0.119
9/22/20 2:07,0.08
9/22/20 2:12,0.042
9/22/20 2:17,-0.009
9/22/20 2:22,-0.057
9/22/20 2:27,-0.108
9/22/20 2:32,-0.164
9/22/20 2:37,-0.219
9/22/20 2:42,-0.275
9/22/20 2:47,-0.336
9/22/20 2:52,-0.393
9/22/20 2:57,-0.46
9/22/20 3:02,-0.529
9/22/20 3:07,-0.594
9/22/20 3:12,-0.661
9/22/20 3:17,-0.732
9/22/20 3:22,-0.805
9/22/20 3:27,-0.876
9/22/20 3:32,-0.95
9/22/20 3:37,-1.025
9/22/20 3:42,-1.103
9/22/20 3:47,-1.175
9/22/20 3:52,-1.255
9/22/20 3:57,-1.329
9/22/20 4:02,-1.408
9/22/20 4:07,-1.487
9/22/20 4:12,-1.565
9/22/20 4:17,-1.647
9/22/20 4:22,-1.724
9/22/20 4:27,-1.802
9/22/20 4:32,-1.881
9/22/20 4:37,-1.957
9/22/20 4:42,-2.033
9/22/20 4:47,-2.112
9/22/20 4:52,-2.187
9/22/20 4:57,-2.26
9/22/20 5:02,-2.328
9/22/20 5:07,-2.4
9/22/20 5:12,-2.471
9/22/20 5:17,-2.544
9/22/20 5:22,-2.606
9/22/20 5:27,-2.669
9/22/20 5:32,-2.732
9/22/20 5:37,-2.789
9/22/20 5:42,-2.847
9/22/20 5:47,-2.907
9/22/20 5:52,-2.955
9/22/20 5:57,-3.007
9/22/20 6:02,-3.055
9/22/20 6:07,-3.095
9/22/20 6:12,-3.139
9/22/20 6:17,-3.18
9/22/20 6:22,-3.213
9/22/20 6:27,-3.244
9/22/20 6:32,-3.274
9/22/20 6:37,-3.301
9/22/20 6:42,-3.324
9/22/20 6:47,-3.342
9/22/20 6:52,-3.36
9/22/20 6:57,-3.377
9/22/20 7:02,-3.386
9/22/20 7:07,-3.391
9/22/20 7:12,-3.393
9/22/20 7:17,-3.395
9/22/20 7:22,-3.39
9/22/20 7:27,-3.382
9/22/20 7:32,-3.372
9/22/20 7:37,-3.362
9/22/20 7:42,-3.345
9/22/20 7:47,-3.324
9/22/20 7:52,-3.302
9/22/20 7:57,-3.275
9/22/20 8:02,-3.241
9/22/20 8:07,-3.208
9/22/20 8:12,-3.176
9/22/20 8:17,-3.129
9/22/20 8:22,-3.091
9/22/20 8:27,-3.048
9/22/20 8:32,-2.992
9/22/20 8:37,-2.946
9/22/20 8:42,-2.892
9/22/20 8:47,-2.837
9/22/20 8:52,-2.783
9/22/20 8:57,-2.724
9/22/20 9:02,-2.658
9/22/20 9:07,-2.596
9/22/20 9:12,-2.529
9/22/20 9:17,-2.464
9/22/20 9:22,-2.399
9/22/20 9:27,-2.33
9/22/20 9:32,-2.255
9/22/20 9:37,-2.181
9/22/20 9:42,-2.108
9/22/20 9:47,-2.038
9/22/20 9:52,-1.959
9/22/20 9:57,-1.875
9/22/20 10:02,-1.806
9/22/20 10:07,-1.72
9/22/20 10:12,-1.642
9/22/20 10:17,-1.563
9/22/20 10:22,-1.482
9/22/20 10:27,-1.406
9/22/20 10:32,-1.325
9/22/20 10:37,-1.244
9/22/20 10:42,-1.163
9/22/20 10:47,-1.094
9/22/20 10:52,-1.012
9/22/20 10:57,-0.94
9/22/20 11:02,-0.867
9/22/20 11:07,-0.795
9/22/20 11:12,-0.726
9/22/20 11:17,-0.653
9/22/20 11:22,-0.583
9/22/20 11:27,-0.519
9/22/20 11:32,-0.454
9/22/20 11:37,-0.384
9/22/20 11:42,-0.325
9/22/20 11:47,-0.267
9/22/20 11:52,-0.212
9/22/20 11:57,-0.159
9/22/20 12:02,-0.107
9/22/20 12:07,-0.054
9/22/20 12:12,-0.003
9/22/20 12:17,0.037
9/22/20 12:22,0.085
9/22/20 12:27,0.121
9/22/20 12:32,0.154
9/22/20 12:37,0.191
9/22/20 12:42,0.216
9/22/20 12:47,0.242
9/22/20 12:52,0.274
9/22/20 12:57,0.292
9/22/20 13:02,0.311
9/22/20 13:07,0.334
9/22/20 13:12,0.34
9/22/20 13:17,0.348
9/22/20 13:22,0.359
9/22/20 13:27,0.362
9/22/20 13:32,0.365
9/22/20 13:37,0.364
9/22/20 13:42,0.352
9/22/20 13:47,0.353
9/22/20 13:52,0.339
9/22/20 13:57,0.321
9/22/20 14:02,0.306
9/22/20 14:07,0.285
9/22/20 14:12,0.259
9/22/20 14:17,0.234
9/22/20 14:22,0.207
9/22/20 14:27,0.17
9/22/20 14:32,0.141
9/22/20 14:37,0.099
9/22/20 14:42,0.059
9/22/20 14:47,0.023
9/22/20 14:52,-0.025
9/22/20 14:57,-0.07
9/22/20 15:02,-0.117
9/22/20 15:07,-0.165
9/22/20 15:12,-0.22
9/22/20 15:17,-0.271
9/22/20 15:22,-0.333
9/22/20 15:27,-0.391
9/22/20 15:32,-0.445
9/22/20 15:37,-0.516
9/22/20 15:42,-0.573
9/22/20 15:47,-0.639
9/22/20 15:52,-0.71
9/22/20 15:57,-0.775
9/22/20 16:02,-0.837
9/22/20 16:07,-0.909
9/22/20 16:12,-0.975
9/22/20 16:17,-1.041
9/22/20 16:22,-1.112
9/22/20 16:27,-1.183
9/22/20 16:32,-1.253
9/22/20 16:37,-1.323
9/22/20 16:42,-1.394
9/22/20 16:47,-1.462
9/22/20 16:52,-1.534
9/22/20 16:57,-1.602
9/22/20 17:02,-1.672
9/22/20 17:07,-1.741
9/22/20 17:12,-1.813
9/22/20 17:17,-1.879
9/22/20 17:22,-1.946
9/22/20 17:27,-2.01
9/22/20 17:32,-2.07
9/22/20 17:37,-2.135
9/22/20 17:42,-2.2
9/22/20 17:47,-2.257
9/22/20 17:52,-2.317
9/22/20 17:57,-2.378
9/22/20 18:02,-2.432
9/22/20 18:07,-2.487
9/22/20 18:12,-2.544
9/22/20 18:17,-2.596
9/22/20 18:22,-2.646
9/22/20 18:27,-2.692
9/22/20 18:32,-2.739
9/22/20 18:37,-2.785
9/22/20 18:42,-2.823
9/22/20 18:47,-2.863
9/22/20 18:52,-2.905
9/22/20 18:57,-2.929
9/22/20 19:02,-2.965
9/22/20 19:07,-2.994
9/22/20 19:12,-3.015
9/22/20 19:17,-3.034
9/22/20 19:22,-3.056
9/22/20 19:27,-3.071
9/22/20 19:32,-3.087
9/22/20 19:37,-3.089
9/22/20 19:42,-3.096
9/22/20 19:47,-3.103
9/22/20 19:52,-3.103
9/22/20 19:57,-3.103
9/22/20 20:02,-3.098
9/22/20 20:07,-3.093
9/22/20 20:12,-3.078
9/22/20 20:17,-3.065
9/22/20 20:22,-3.048
9/22/20 20:27,-3.03
9/22/20 20:32,-3.011
9/22/20 20:37,-2.986
9/22/20 20:42,-2.959
9/22/20 20:47,-2.927
9/22/20 20:52,-2.892
9/22/20 20:57,-2.854
9/22/20 21:02,-2.819
9/22/20 21:07,-2.783
9/22/20 21:12,-2.739
9/22/20 21:17,-2.695
9/22/20 21:22,-2.652
9/22/20 21:27,-2.599
9/22/20 21:32,-2.546
9/22/20 21:37,-2.494
9/22/20 21:42,-2.434
9/22/20 21:47,-2.377
9/22/20 21:52,-2.32
9/22/20 21:57,-2.261
9/22/20 22:02,-2.2
9/22/20 22:07,-2.14
9/22/20 22:12,-2.075
9/22/20 22:17,-2.014
9/22/20 22:22,-1.953
9/22/20 22:27,-1.881
9/22/20 22:32,-1.815
9/22/20 22:37,-1.751
9/22/20 22:42,-1.689
9/22/20 22:47,-1.624
9/22/20 22:52,-1.557
9/22/20 22:57,-1.496
9/22/20 23:02,-1.427
9/22/20 23:07,-1.365
9/22/20 23:12,-1.301
9/22/20 23:17,-1.239
9/22/20 23:22,-1.18
9/22/20 23:27,-1.114
9/22/20 23:32,-1.055
9/22/20 23:37,-1
9/22/20 23:42,-0.941
9/22/20 23:47,-0.878
9/22/20 23:52,-0.834
9/22/20 23:57,-0.776
9/23/20 0:02,-0.723
9/23/20 0:07,-0.676
9/23/20 0:12,-0.623
9/23/20 0:17,-0.581
9/23/20 0:22,-0.54
9/23/20 0:27,-0.497
9/23/20 0:32,-0.461
9/23/20 0:37,-0.429
9/23/20 0:42,-0.385
9/23/20 0:47,-0.356
9/23/20 0:52,-0.327
9/23/20 0:57,-0.299
9/23/20 1:02,-0.28
9/23/20 1:07,-0.263
9/23/20 1:12,-0.243
9/23/20 1:17,-0.229
9/23/20 1:22,-0.218
9/23/20 1:27,-0.205
9/23/20 1:32,-0.199
9/23/20 1:37,-0.193
9/23/20 1:42,-0.189
9/23/20 1:47,-0.192
