Time (UTC),prs(m)
9/27/20 9:02,-0.911
9/27/20 9:07,-0.939
9/27/20 9:12,-0.97
9/27/20 9:17,-0.997
9/27/20 9:22,-1.029
9/27/20 9:27,-1.065
9/27/20 9:32,-1.097
9/27/20 9:37,-1.129
9/27/20 9:42,-1.167
9/27/20 9:47,-1.196
9/27/20 9:52,-1.235
9/27/20 9:57,-1.274
9/27/20 10:02,-1.308
9/27/20 10:07,-1.344
9/27/20 10:12,-1.38
9/27/20 10:17,-1.416
9/27/20 10:22,-1.457
9/27/20 10:27,-1.493
9/27/20 10:32,-1.532
9/27/20 10:37,-1.572
9/27/20 10:42,-1.611
9/27/20 10:47,-1.649
9/27/20 10:52,-1.685
9/27/20 10:57,-1.722
9/27/20 11:02,-1.756
9/27/20 11:07,-1.793
9/27/20 11:12,-1.827
9/27/20 11:17,-1.86
9/27/20 11:22,-1.895
9/27/20 11:27,-1.926
9/27/20 11:32,-1.956
9/27/20 11:37,-1.987
9/27/20 11:42,-2.017
9/27/20 11:47,-2.046
9/27/20 11:52,-2.07
9/27/20 11:57,-2.097
9/27/20 12:02,-2.122
9/27/20 12:07,-2.144
9/27/20 12:12,-2.171
9/27/20 12:17,-2.19
9/27/20 12:22,-2.208
9/27/20 12:27,-2.228
9/27/20 12:32,-2.24
9/27/20 12:37,-2.256
9/27/20 12:42,-2.271
9/27/20 12:47,-2.281
9/27/20 12:52,-2.293
9/27/20 12:57,-2.3
9/27/20 13:02,-2.308
9/27/20 13:07,-2.314
9/27/20 13:12,-2.317
9/27/20 13:17,-2.316
9/27/20 13:22,-2.315
9/27/20 13:27,-2.313
9/27/20 13:32,-2.311
9/27/20 13:37,-2.307
9/27/20 13:42,-2.296
9/27/20 13:47,-2.287
9/27/20 13:52,-2.275
9/27/20 13:57,-2.266
9/27/20 14:02,-2.25
9/27/20 14:07,-2.233
9/27/20 14:12,-2.215
9/27/20 14:17,-2.192
9/27/20 14:22,-2.174
9/27/20 14:27,-2.151
9/27/20 14:32,-2.129
9/27/20 14:37,-2.106
9/27/20 14:42,-2.077
9/27/20 14:47,-2.046
9/27/20 14:52,-2.02
9/27/20 14:57,-1.987
9/27/20 15:02,-1.955
9/27/20 15:07,-1.923
9/27/20 15:12,-1.888
9/27/20 15:17,-1.854
9/27/20 15:22,-1.815
9/27/20 15:27,-1.776
9/27/20 15:32,-1.739
9/27/20 15:37,-1.698
9/27/20 15:42,-1.659
9/27/20 15:47,-1.621
9/27/20 15:52,-1.582
9/27/20 15:57,-1.538
9/27/20 16:02,-1.487
9/27/20 16:07,-1.448
9/27/20 16:12,-1.408
9/27/20 16:17,-1.366
9/27/20 16:22,-1.317
9/27/20 16:27,-1.272
9/27/20 16:32,-1.227
9/27/20 16:37,-1.186
9/27/20 16:42,-1.144
9/27/20 16:47,-1.097
9/27/20 16:52,-1.053
9/27/20 16:57,-1.01
9/27/20 17:02,-0.967
9/27/20 17:07,-0.922
9/27/20 17:12,-0.879
9/27/20 17:17,-0.84
9/27/20 17:22,-0.799
9/27/20 17:27,-0.759
9/27/20 17:32,-0.719
9/27/20 17:37,-0.673
9/27/20 17:42,-0.643
9/27/20 17:47,-0.606
9/27/20 17:52,-0.569
9/27/20 17:57,-0.536
9/27/20 18:02,-0.498
9/27/20 18:07,-0.468
9/27/20 18:12,-0.435
9/27/20 18:17,-0.401
9/27/20 18:22,-0.37
9/27/20 18:27,-0.342
9/27/20 18:32,-0.318
9/27/20 18:37,-0.291
9/27/20 18:42,-0.264
9/27/20 18:47,-0.246
9/27/20 18:52,-0.222
9/27/20 18:57,-0.203
9/27/20 19:02,-0.183
9/27/20 19:07,-0.166
9/27/20 19:12,-0.15
9/27/20 19:17,-0.135
9/27/20 19:22,-0.128
9/27/20 19:27,-0.118
9/27/20 19:32,-0.11
9/27/20 19:37,-0.105
9/27/20 19:42,-0.101
9/27/20 19:47,-0.096
9/27/20 19:52,-0.099
9/27/20 19:57,-0.099
9/27/20 20:02,-0.104
9/27/20 20:07,-0.113
9/27/20 20:12,-0.118
9/27/20 20:17,-0.126
9/27/20 20:22,-0.142
9/27/20 20:27,-0.16
9/27/20 20:32,-0.172
9/27/20 20:37,-0.188
9/27/20 20:42,-0.207
9/27/20 20:47,-0.233
9/27/20 20:52,-0.259
9/27/20 20:57,-0.281
9/27/20 21:02,-0.302
9/27/20 21:07,-0.335
9/27/20 21:12,-0.365
9/27/20 21:17,-0.397
9/27/20 21:22,-0.431
9/27/20 21:27,-0.469
9/27/20 21:32,-0.504
9/27/20 21:37,-0.539
9/27/20 21:42,-0.579
9/27/20 21:47,-0.616
9/27/20 21:52,-0.66
9/27/20 21:57,-0.7
9/27/20 22:02,-0.748
9/27/20 22:07,-0.795
9/27/20 22:12,-0.834
9/27/20 22:17,-0.886
9/27/20 22:22,-0.933
9/27/20 22:27,-0.982
9/27/20 22:32,-1.035
9/27/20 22:37,-1.086
9/27/20 22:42,-1.13
9/27/20 22:47,-1.182
9/27/20 22:52,-1.235
9/27/20 22:57,-1.287
9/27/20 23:02,-1.338
9/27/20 23:07,-1.384
9/27/20 23:12,-1.44
9/27/20 23:17,-1.49
9/27/20 23:22,-1.538
9/27/20 23:27,-1.59
9/27/20 23:32,-1.64
9/27/20 23:37,-1.691
9/27/20 23:42,-1.741
9/27/20 23:47,-1.788
9/27/20 23:52,-1.836
9/27/20 23:57,-1.888
9/28/20 0:02,-1.933
9/28/20 0:07,-1.978
9/28/20 0:12,-2.021
9/28/20 0:17,-2.061
9/28/20 0:22,-2.102
9/28/20 0:27,-2.143
9/28/20 0:32,-2.179
9/28/20 0:37,-2.216
9/28/20 0:42,-2.255
9/28/20 0:47,-2.288
9/28/20 0:52,-2.323
9/28/20 0:57,-2.348
9/28/20 1:02,-2.375
9/28/20 1:07,-2.407
9/28/20 1:12,-2.427
9/28/20 1:17,-2.449
9/28/20 1:22,-2.472
9/28/20 1:27,-2.491
9/28/20 1:32,-2.51
9/28/20 1:37,-2.516
9/28/20 1:42,-2.531
9/28/20 1:47,-2.544
9/28/20 1:52,-2.549
9/28/20 1:57,-2.566
9/28/20 2:02,-2.574
9/28/20 2:07,-2.572
9/28/20 2:12,-2.578
9/28/20 2:17,-2.573
9/28/20 2:22,-2.567
9/28/20 2:27,-2.565
9/28/20 2:32,-2.556
9/28/20 2:37,-2.544
9/28/20 2:42,-2.536
9/28/20 2:47,-2.524
9/28/20 2:52,-2.504
9/28/20 2:57,-2.491
9/28/20 3:02,-2.476
9/28/20 3:07,-2.453
9/28/20 3:12,-2.429
9/28/20 3:17,-2.406
9/28/20 3:22,-2.381
9/28/20 3:27,-2.358
9/28/20 3:32,-2.328
9/28/20 3:37,-2.297
9/28/20 3:42,-2.268
9/28/20 3:47,-2.232
9/28/20 3:52,-2.195
9/28/20 3:57,-2.164
9/28/20 4:02,-2.125
9/28/20 4:07,-2.093
9/28/20 4:12,-2.05
9/28/20 4:17,-2.011
9/28/20 4:22,-1.975
9/28/20 4:27,-1.93
9/28/20 4:32,-1.885
9/28/20 4:37,-1.841
9/28/20 4:42,-1.8
9/28/20 4:47,-1.758
9/28/20 4:52,-1.71
9/28/20 4:57,-1.659
9/28/20 5:02,-1.619
9/28/20 5:07,-1.578
9/28/20 5:12,-1.534
9/28/20 5:17,-1.484
9/28/20 5:27,-1.399
9/28/20 5:32,-1.354
9/28/20 5:37,-1.309
9/28/20 5:42,-1.266
9/28/20 5:47,-1.225
9/28/20 5:52,-1.177
9/28/20 5:57,-1.137
9/28/20 6:02,-1.097
9/28/20 6:07,-1.057
9/28/20 6:12,-1.016
9/28/20 6:17,-0.977
9/28/20 6:22,-0.943
9/28/20 6:27,-0.906
9/28/20 6:32,-0.872
9/28/20 6:37,-0.842
9/28/20 6:42,-0.805
9/28/20 6:47,-0.778
9/28/20 6:52,-0.751
9/28/20 6:57,-0.722
9/28/20 7:02,-0.692
9/28/20 7:07,-0.667
9/28/20 7:12,-0.644
9/28/20 7:17,-0.623
9/28/20 7:22,-0.597
9/28/20 7:27,-0.572
9/28/20 7:32,-0.557
9/28/20 7:37,-0.544
9/28/20 7:42,-0.529
9/28/20 7:47,-0.521
9/28/20 7:52,-0.509
9/28/20 7:57,-0.502
9/28/20 8:02,-0.497
9/28/20 8:07,-0.487
9/28/20 8:12,-0.488
9/28/20 8:17,-0.487
9/28/20 8:22,-0.486
9/28/20 8:27,-0.49
9/28/20 8:32,-0.493
9/28/20 8:37,-0.501
9/28/20 8:42,-0.512
9/28/20 8:47,-0.53
9/28/20 8:52,-0.538
9/28/20 8:57,-0.556
9/28/20 9:02,-0.573
9/28/20 9:07,-0.592
9/28/20 9:12,-0.615
9/28/20 9:17,-0.636
9/28/20 9:22,-0.668
9/28/20 9:27,-0.691
9/28/20 9:32,-0.721
9/28/20 9:37,-0.753
9/28/20 9:42,-0.778
9/28/20 9:47,-0.815
9/28/20 9:52,-0.849
9/28/20 9:57,-0.885
9/28/20 10:02,-0.923
9/28/20 10:07,-0.955
9/28/20 10:12,-0.994
9/28/20 10:17,-1.036
9/28/20 10:22,-1.072
9/28/20 10:27,-1.122
9/28/20 10:32,-1.161
9/28/20 10:37,-1.2
9/28/20 10:42,-1.245
9/28/20 10:47,-1.281
9/28/20 10:52,-1.331
9/28/20 10:57,-1.38
9/28/20 11:02,-1.42
9/28/20 11:07,-1.467
9/28/20 11:12,-1.515
9/28/20 11:17,-1.562
9/28/20 11:22,-1.62
9/28/20 11:27,-1.658
9/28/20 11:32,-1.696
9/28/20 11:37,-1.753
9/28/20 11:42,-1.8
9/28/20 11:47,-1.842
9/28/20 11:52,-1.888
9/28/20 11:57,-1.926
9/28/20 12:02,-1.975
9/28/20 12:07,-2.017
9/28/20 12:12,-2.049
9/28/20 12:17,-2.096
9/28/20 12:22,-2.141
9/28/20 12:27,-2.172
9/28/20 12:32,-2.21
9/28/20 12:37,-2.247
9/28/20 12:42,-2.279
9/28/20 12:47,-2.32
9/28/20 12:52,-2.349
9/28/20 12:57,-2.38
9/28/20 13:02,-2.405
9/28/20 13:07,-2.432
9/28/20 13:12,-2.455
9/28/20 13:17,-2.478
9/28/20 13:22,-2.501
9/28/20 13:27,-2.527
9/28/20 13:32,-2.55
9/28/20 13:37,-2.559
9/28/20 13:42,-2.574
9/28/20 13:47,-2.585
9/28/20 13:52,-2.599
9/28/20 13:57,-2.609
9/28/20 14:02,-2.604
9/28/20 14:07,-2.608
9/28/20 14:12,-2.613
9/28/20 14:17,-2.611
9/28/20 14:22,-2.611
9/28/20 14:27,-2.612
9/28/20 14:32,-2.607
9/28/20 14:37,-2.596
9/28/20 14:42,-2.585
9/28/20 14:47,-2.573
9/28/20 14:52,-2.552
9/28/20 14:57,-2.537
9/28/20 15:02,-2.513
9/28/20 15:07,-2.493
9/28/20 15:12,-2.472
9/28/20 15:17,-2.439
9/28/20 15:22,-2.408
9/28/20 15:27,-2.383
9/28/20 15:32,-2.344
9/28/20 15:37,-2.313
9/28/20 15:42,-2.279
9/28/20 15:47,-2.246
9/28/20 15:52,-2.214
9/28/20 15:58,-2.172
9/28/20 16:02,-2.134
9/28/20 16:07,-2.086
9/28/20 16:12,-2.039
9/28/20 16:18,-1.991
9/28/20 16:22,-1.944
9/28/20 16:27,-1.908
9/28/20 16:32,-1.851
9/28/20 16:37,-1.799
9/28/20 16:43,-1.752
9/28/20 16:47,-1.703
9/28/20 16:52,-1.653
9/28/20 16:57,-1.595
9/28/20 17:02,-1.549
9/28/20 17:08,-1.493
9/28/20 17:12,-1.437
9/28/20 17:17,-1.39
9/28/20 17:22,-1.328
9/28/20 17:27,-1.279
9/28/20 17:33,-1.229
9/28/20 17:37,-1.166
9/28/20 17:42,-1.111
9/28/20 17:47,-1.06
9/28/20 17:52,-1.003
9/28/20 17:58,-0.961
9/28/20 18:02,-0.91
9/28/20 18:07,-0.862
9/28/20 18:12,-0.812
9/28/20 18:18,-0.764
9/28/20 18:22,-0.712
9/28/20 18:27,-0.662
9/28/20 18:33,-0.623
9/28/20 18:37,-0.573
9/28/20 18:42,-0.532
9/28/20 18:47,-0.491
9/28/20 18:53,-0.45
9/28/20 18:58,-0.413
9/28/20 19:02,-0.372
9/28/20 19:07,-0.336
9/28/20 19:12,-0.305
9/28/20 19:18,-0.278
9/28/20 19:23,-0.249
9/28/20 19:27,-0.217
9/28/20 19:32,-0.193
9/28/20 19:37,-0.161
9/28/20 19:42,-0.137
9/28/20 19:47,-0.111
9/28/20 19:53,-0.094
9/28/20 19:58,-0.075
9/28/20 20:03,-0.06
9/28/20 20:08,-0.04
9/28/20 20:13,-0.038
9/28/20 20:17,-0.025
9/28/20 20:22,-0.024
9/28/20 20:27,-0.025
9/28/20 20:33,-0.016
9/28/20 20:38,-0.021
9/28/20 20:42,-0.024
9/28/20 20:47,-0.02
9/28/20 20:53,-0.036
9/28/20 20:58,-0.041
9/28/20 21:02,-0.057
9/28/20 21:07,-0.073
9/28/20 21:12,-0.079
9/28/20 21:18,-0.106
9/28/20 21:22,-0.13
9/28/20 21:28,-0.151
9/28/20 21:33,-0.179
9/28/20 21:37,-0.207
9/28/20 21:42,-0.229
9/28/20 21:47,-0.264
9/28/20 21:53,-0.301
9/28/20 21:58,-0.332
9/28/20 22:02,-0.371
9/28/20 22:07,-0.406
9/28/20 22:13,-0.447
9/28/20 22:18,-0.488
9/28/20 22:22,-0.525
9/28/20 22:27,-0.573
9/28/20 22:33,-0.624
9/28/20 22:38,-0.666
9/28/20 22:42,-0.713
9/28/20 22:47,-0.765
9/28/20 22:53,-0.823
9/28/20 22:57,-0.872
9/28/20 23:02,-0.925
9/28/20 23:08,-0.986
9/28/20 23:13,-1.038
9/28/20 23:17,-1.093
9/28/20 23:22,-1.15
9/28/20 23:28,-1.207
9/28/20 23:33,-1.269
9/28/20 23:37,-1.327
9/28/20 23:42,-1.386
9/28/20 23:48,-1.452
9/28/20 23:53,-1.51
9/28/20 23:58,-1.569
9/29/20 0:02,-1.626
9/29/20 0:07,-1.684
9/29/20 0:13,-1.751
9/29/20 0:18,-1.805
9/29/20 0:23,-1.862
9/29/20 0:28,-1.918
9/29/20 0:32,-1.971
9/29/20 0:37,-2.031
9/29/20 0:43,-2.08
9/29/20 0:48,-2.13
9/29/20 0:53,-2.19
9/29/20 0:57,-2.241
9/29/20 1:03,-2.287
9/29/20 1:08,-2.335
9/29/20 1:12,-2.383
9/29/20 1:18,-2.431
9/29/20 1:23,-2.478
9/29/20 1:28,-2.509
9/29/20 1:32,-2.55
9/29/20 1:38,-2.582
9/29/20 1:43,-2.621
9/29/20 1:48,-2.653
9/29/20 1:52,-2.689
9/29/20 1:57,-2.717
9/29/20 2:03,-2.74
9/29/20 2:08,-2.766
9/29/20 2:12,-2.782
9/29/20 2:17,-2.794
9/29/20 2:23,-2.812
9/29/20 2:28,-2.823
9/29/20 2:32,-2.843
9/29/20 2:38,-2.849
9/29/20 2:43,-2.855
9/29/20 2:48,-2.862
9/29/20 2:53,-2.86
9/29/20 2:57,-2.858
9/29/20 3:03,-2.847
9/29/20 3:08,-2.843
9/29/20 3:13,-2.838
9/29/20 3:17,-2.83
9/29/20 3:23,-2.812
9/29/20 3:28,-2.792
9/29/20 3:33,-2.777
9/29/20 3:38,-2.754
9/29/20 3:42,-2.726
9/29/20 3:47,-2.704
9/29/20 3:52,-2.668
9/29/20 3:58,-2.642
9/29/20 4:03,-2.614
9/29/20 4:08,-2.576
9/29/20 4:13,-2.544
9/29/20 4:17,-2.505
9/29/20 4:23,-2.467
9/29/20 4:28,-2.426
9/29/20 4:33,-2.383
9/29/20 4:37,-2.334
9/29/20 4:43,-2.294
9/29/20 4:48,-2.249
9/29/20 4:53,-2.199
9/29/20 4:57,-2.154
9/29/20 5:02,-2.102
9/29/20 5:08,-2.053
9/29/20 5:13,-1.994
9/29/20 5:18,-1.944
9/29/20 5:22,-1.894
9/29/20 5:28,-1.837
9/29/20 5:33,-1.787
9/29/20 5:38,-1.728
9/29/20 5:43,-1.674
9/29/20 5:48,-1.623
9/29/20 5:53,-1.565
9/29/20 5:58,-1.507
9/29/20 6:03,-1.452
9/29/20 6:08,-1.398
9/29/20 6:13,-1.343
9/29/20 6:18,-1.291
9/29/20 6:23,-1.238
9/29/20 6:28,-1.185
9/29/20 6:33,-1.132
9/29/20 6:38,-1.083
9/29/20 6:43,-1.032
9/29/20 6:48,-0.986
9/29/20 6:53,-0.933
9/29/20 6:58,-0.887
9/29/20 7:03,-0.844
9/29/20 7:08,-0.798
9/29/20 7:13,-0.756
9/29/20 7:18,-0.712
9/29/20 7:23,-0.677
9/29/20 7:28,-0.639
9/29/20 7:33,-0.605
9/29/20 7:38,-0.57
9/29/20 7:43,-0.537
9/29/20 7:48,-0.511
9/29/20 7:53,-0.48
9/29/20 7:58,-0.453
9/29/20 8:03,-0.425
9/29/20 8:08,-0.398
9/29/20 8:13,-0.385
9/29/20 8:18,-0.366
9/29/20 8:23,-0.346
9/29/20 8:28,-0.338
9/29/20 8:33,-0.324
9/29/20 8:38,-0.311
9/29/20 8:43,-0.301
9/29/20 8:48,-0.3
9/29/20 8:53,-0.294
9/29/20 8:58,-0.293
9/29/20 9:03,-0.293
9/29/20 9:08,-0.3
9/29/20 9:13,-0.303
9/29/20 9:18,-0.311
9/29/20 9:23,-0.321
9/29/20 9:28,-0.336
9/29/20 9:33,-0.35
9/29/20 9:38,-0.365
9/29/20 9:43,-0.388
9/29/20 9:48,-0.409
9/29/20 9:53,-0.435
9/29/20 9:58,-0.459
9/29/20 10:03,-0.487
9/29/20 10:08,-0.519
9/29/20 10:13,-0.55
9/29/20 10:18,-0.584
9/29/20 10:23,-0.622
9/29/20 10:28,-0.659
9/29/20 10:33,-0.703
9/29/20 10:38,-0.742
9/29/20 10:43,-0.789
9/29/20 10:48,-0.832
9/29/20 10:53,-0.874
9/29/20 10:58,-0.924
9/29/20 11:03,-0.974
9/29/20 11:08,-1.017
9/29/20 11:13,-1.069
9/29/20 11:18,-1.119
9/29/20 11:23,-1.168
9/29/20 11:28,-1.221
9/29/20 11:33,-1.276
9/29/20 11:38,-1.334
9/29/20 11:43,-1.385
9/29/20 11:48,-1.437
9/29/20 11:53,-1.497
9/29/20 11:58,-1.553
9/29/20 12:03,-1.606
9/29/20 12:08,-1.669
9/29/20 12:13,-1.72
9/29/20 12:18,-1.78
9/29/20 12:23,-1.838
9/29/20 12:28,-1.884
9/29/20 12:33,-1.94
9/29/20 12:38,-1.999
9/29/20 12:43,-2.046
9/29/20 12:48,-2.102
9/29/20 12:53,-2.151
9/29/20 12:58,-2.196
9/29/20 13:03,-2.247
9/29/20 13:08,-2.296
9/29/20 13:13,-2.34
9/29/20 13:18,-2.387
9/29/20 13:23,-2.433
9/29/20 13:28,-2.475
9/29/20 13:33,-2.506
9/29/20 13:38,-2.547
9/29/20 13:43,-2.582
9/29/20 13:48,-2.616
9/29/20 13:53,-2.653
9/29/20 13:58,-2.682
9/29/20 14:03,-2.71
9/29/20 14:08,-2.735
9/29/20 14:13,-2.757
9/29/20 14:18,-2.775
9/29/20 14:23,-2.792
9/29/20 14:28,-2.811
9/29/20 14:33,-2.824
9/29/20 14:38,-2.833
9/29/20 14:43,-2.839
9/29/20 14:48,-2.847
9/29/20 14:53,-2.854
9/29/20 14:58,-2.852
9/29/20 15:03,-2.849
9/29/20 15:08,-2.842
9/29/20 15:13,-2.837
9/29/20 15:18,-2.826
9/29/20 15:23,-2.811
9/29/20 15:28,-2.798
9/29/20 15:33,-2.781
9/29/20 15:38,-2.76
9/29/20 15:43,-2.738
9/29/20 15:48,-2.71
9/29/20 15:53,-2.683
9/29/20 15:58,-2.652
9/29/20 16:03,-2.622
9/29/20 16:08,-2.59
9/29/20 16:13,-2.554
9/29/20 16:18,-2.514
9/29/20 16:23,-2.472
9/29/20 16:28,-2.427
9/29/20 16:33,-2.39
9/29/20 16:38,-2.345
9/29/20 16:43,-2.297
9/29/20 16:48,-2.252
9/29/20 16:53,-2.193
9/29/20 16:58,-2.141
9/29/20 17:03,-2.092
9/29/20 17:08,-2.039
9/29/20 17:13,-1.981
9/29/20 17:18,-1.928
9/29/20 17:23,-1.871
9/29/20 17:28,-1.81
9/29/20 17:33,-1.75
9/29/20 17:38,-1.694
9/29/20 17:43,-1.628
9/29/20 17:48,-1.568
9/29/20 17:53,-1.511
9/29/20 17:58,-1.448
9/29/20 18:03,-1.388
9/29/20 18:08,-1.318
9/29/20 18:13,-1.253
9/29/20 18:18,-1.194
9/29/20 18:23,-1.141
9/29/20 18:28,-1.076
9/29/20 18:33,-1.02
9/29/20 18:38,-0.966
9/29/20 18:43,-0.898
9/29/20 18:48,-0.842
9/29/20 18:53,-0.781
9/29/20 18:58,-0.735
9/29/20 19:03,-0.687
9/29/20 19:08,-0.632
9/29/20 19:13,-0.578
9/29/20 19:18,-0.529
9/29/20 19:23,-0.472
9/29/20 19:28,-0.431
9/29/20 19:33,-0.393
9/29/20 19:38,-0.346
9/29/20 19:43,-0.307
9/29/20 19:48,-0.264
9/29/20 19:53,-0.231
9/29/20 19:58,-0.187
9/29/20 20:03,-0.153
9/29/20 20:08,-0.13
9/29/20 20:13,-0.095
9/29/20 20:18,-0.073
9/29/20 20:23,-0.04
9/29/20 20:28,-0.019
9/29/20 20:33,0.003
9/29/20 20:38,0.022
9/29/20 20:43,0.04
9/29/20 20:48,0.047
9/29/20 20:53,0.062
9/29/20 20:58,0.071
9/29/20 21:03,0.087
9/29/20 21:08,0.091
9/29/20 21:13,0.089
9/29/20 21:18,0.082
9/29/20 21:23,0.077
9/29/20 21:28,0.08
9/29/20 21:33,0.066
9/29/20 21:38,0.048
9/29/20 21:43,0.032
9/29/20 21:48,0.011
9/29/20 21:53,-0.003
9/29/20 21:58,-0.032
9/29/20 22:03,-0.058
9/29/20 22:08,-0.081
9/29/20 22:13,-0.113
9/29/20 22:18,-0.144
9/29/20 22:23,-0.191
9/29/20 22:28,-0.219
9/29/20 22:33,-0.256
9/29/20 22:38,-0.302
9/29/20 22:43,-0.345
9/29/20 22:48,-0.385
9/29/20 22:53,-0.429
9/29/20 22:58,-0.484
9/29/20 23:03,-0.542
9/29/20 23:08,-0.589
9/29/20 23:13,-0.641
9/29/20 23:18,-0.694
9/29/20 23:23,-0.748
9/29/20 23:28,-0.808
9/29/20 23:33,-0.872
9/29/20 23:38,-0.935
9/29/20 23:43,-1.005
9/29/20 23:48,-1.057
9/29/20 23:53,-1.123
9/29/20 23:58,-1.191
9/30/20 0:03,-1.261
9/30/20 0:08,-1.323
9/30/20 0:13,-1.382
9/30/20 0:18,-1.454
9/30/20 0:23,-1.514
9/30/20 0:28,-1.593
9/30/20 0:33,-1.665
9/30/20 0:38,-1.714
9/30/20 0:43,-1.792
9/30/20 0:48,-1.856
9/30/20 0:53,-1.913
9/30/20 0:58,-1.974
9/30/20 1:03,-2.04
9/30/20 1:08,-2.103
9/30/20 1:13,-2.171
9/30/20 1:18,-2.237
9/30/20 1:23,-2.286
9/30/20 1:28,-2.347
9/30/20 1:33,-2.404
9/30/20 1:38,-2.457
9/30/20 1:43,-2.501
9/30/20 1:48,-2.553
9/30/20 1:53,-2.598
9/30/20 1:58,-2.645
9/30/20 2:03,-2.708
9/30/20 2:08,-2.749
9/30/20 2:13,-2.784
9/30/20 2:18,-2.833
9/30/20 2:23,-2.857
9/30/20 2:28,-2.881
9/30/20 2:33,-2.927
9/30/20 2:38,-2.959
9/30/20 2:43,-2.989
9/30/20 2:48,-3.014
9/30/20 2:53,-3.044
9/30/20 2:58,-3.052
9/30/20 3:03,-3.084
9/30/20 3:08,-3.076
9/30/20 3:13,-3.089
9/30/20 3:18,-3.108
9/30/20 3:23,-3.108
9/30/20 3:28,-3.103
9/30/20 3:33,-3.099
9/30/20 3:38,-3.103
9/30/20 3:43,-3.089
9/30/20 3:48,-3.095
9/30/20 3:53,-3.062
9/30/20 3:58,-3.042
9/30/20 4:03,-3.024
9/30/20 4:08,-2.996
9/30/20 4:13,-2.977
9/30/20 4:18,-2.943
9/30/20 4:23,-2.916
9/30/20 4:28,-2.88
9/30/20 4:33,-2.856
9/30/20 4:38,-2.816
9/30/20 4:43,-2.776
9/30/20 4:48,-2.738
9/30/20 4:53,-2.685
9/30/20 4:58,-2.656
9/30/20 5:03,-2.618
9/30/20 5:08,-2.549
9/30/20 5:13,-2.516
9/30/20 5:18,-2.444
9/30/20 5:23,-2.39
9/30/20 5:28,-2.347
9/30/20 5:33,-2.284
9/30/20 5:38,-2.23
9/30/20 5:43,-2.167
9/30/20 5:48,-2.097
9/30/20 5:53,-2.027
9/30/20 5:58,-1.957
9/30/20 6:03,-1.926
9/30/20 6:08,-1.851
9/30/20 6:13,-1.775
9/30/20 6:18,-1.714
9/30/20 6:23,-1.641
9/30/20 6:28,-1.597
9/30/20 6:33,-1.525
9/30/20 6:38,-1.47
9/30/20 6:43,-1.404
9/30/20 6:48,-1.348
9/30/20 6:53,-1.262
9/30/20 6:58,-1.195
9/30/20 7:03,-1.156
9/30/20 7:08,-1.079
9/30/20 7:13,-1.048
9/30/20 7:18,-0.972
9/30/20 7:23,-0.935
9/30/20 7:28,-0.873
9/30/20 7:33,-0.8
9/30/20 7:38,-0.783
9/30/20 7:43,-0.719
9/30/20 7:48,-0.651
9/30/20 7:53,-0.622
9/30/20 7:58,-0.561
9/30/20 8:03,-0.526
9/30/20 8:08,-0.482
9/30/20 8:13,-0.444
9/30/20 8:18,-0.42
9/30/20 8:23,-0.374
9/30/20 8:28,-0.322
9/30/20 8:33,-0.321
9/30/20 8:38,-0.289
9/30/20 8:43,-0.248
9/30/20 8:48,-0.228
9/30/20 8:53,-0.209
9/30/20 8:58,-0.198
9/30/20 9:03,-0.168
9/30/20 9:08,-0.134
9/30/20 9:13,-0.144
9/30/20 9:18,-0.135
9/30/20 9:23,-0.121
9/30/20 9:28,-0.147
9/30/20 9:33,-0.132
9/30/20 9:38,-0.144
9/30/20 9:43,-0.17
9/30/20 9:48,-0.128
9/30/20 9:53,-0.16
9/30/20 9:58,-0.145
9/30/20 10:03,-0.182
9/30/20 10:08,-0.23
9/30/20 10:13,-0.234
9/30/20 10:18,-0.256
9/30/20 10:23,-0.297
9/30/20 10:28,-0.292
9/30/20 10:33,-0.335
9/30/20 10:38,-0.364
9/30/20 10:43,-0.41
9/30/20 10:48,-0.453
9/30/20 10:53,-0.476
9/30/20 10:58,-0.517
9/30/20 11:03,-0.56
9/30/20 11:08,-0.597
9/30/20 11:13,-0.65
9/30/20 11:18,-0.694
9/30/20 11:23,-0.748
9/30/20 11:28,-0.81
9/30/20 11:33,-0.834
9/30/20 11:38,-0.899
9/30/20 11:43,-0.968
9/30/20 11:48,-1.033
9/30/20 11:53,-1.089
9/30/20 11:58,-1.136
9/30/20 12:03,-1.205
9/30/20 12:08,-1.283
9/30/20 12:13,-1.334
9/30/20 12:18,-1.387
9/30/20 12:23,-1.458
9/30/20 12:28,-1.533
9/30/20 12:33,-1.583
9/30/20 12:38,-1.638
9/30/20 12:43,-1.697
9/30/20 12:48,-1.769
9/30/20 12:53,-1.833
9/30/20 12:58,-1.903
9/30/20 13:03,-1.964
9/30/20 13:08,-2.022
9/30/20 13:13,-2.082
9/30/20 13:18,-2.13
9/30/20 13:23,-2.194
9/30/20 13:28,-2.237
9/30/20 13:33,-2.288
9/30/20 13:38,-2.354
9/30/20 13:43,-2.409
9/30/20 13:48,-2.454
9/30/20 13:53,-2.509
9/30/20 13:58,-2.566
9/30/20 14:03,-2.618
9/30/20 14:08,-2.654
9/30/20 14:13,-2.698
9/30/20 14:18,-2.735
9/30/20 14:23,-2.78
9/30/20 14:28,-2.815
9/30/20 14:33,-2.836
9/30/20 14:38,-2.876
9/30/20 14:43,-2.899
9/30/20 14:48,-2.935
