  1987.2083;   -39; 0;000
  1987.2917;   -40; 0;000
  1987.3750;-99999;00;000
  1987.4583;    36; 0;000
  1987.5417;   183; 0;000
  1987.6250;   321; 0;000
  1987.7083;   423; 0;000
  1987.7917;   402; 0;000
  1987.8750;   426; 0;000
  1987.9583;   329; 0;000
  1988.0417;-99999;00;000
  1988.1250;   197; 0;000
  1988.2083;   115; 0;000
  1988.2917;    28; 0;000
  1988.3750;    24; 0;000
  1988.4583;   153; 0;000
  1988.5417;   153; 0;000
  1988.6250;-99999;00;000
  1988.7083;   215; 0;000
  1988.7917;   180; 0;000
  1988.8750;   275; 0;000
  1988.9583;   318; 0;000
  1989.0417;   267; 0;000
  1989.1250;   190; 0;000
  1989.2083;    26; 0;000
  1989.2917;   -31; 0;000
  1989.3750;    13; 0;000
  1989.4583;    21; 0;000
  1989.5417;   148; 0;000
  1989.6250;   236; 0;000
  1989.7083;   255; 0;000
  1989.7917;   260; 0;000
  1989.8750;   229; 0;000
  1989.9583;   366; 0;000
  1990.0417;   209; 0;000
  1990.1250;   164; 0;000
  1990.2083;    87; 0;000
  1990.2917;    19; 0;000
  1990.3750;    20; 0;000
  1990.4583;   247; 0;000
  1990.5417;   176; 0;000
  1990.6250;   190; 0;000
  1990.7083;   243; 0;000
  1990.7917;-99999;00;000
  1990.8750;   341; 0;000
  1990.9583;   295; 0;000
  1991.0417;   208; 0;000
  1991.1250;   190; 3;000
  1991.2083;    97; 8;000
  1991.2917;-99999;00;000
  1991.3750;-99999;00;000
  1991.4583;-99999;00;000
  1991.5417;   223; 1;000
  1991.6250;   143; 0;000
  1991.7083;   218; 0;000
  1991.7917;-99999;00;000
  1991.8750;   201; 0;000
  1991.9583;   352; 0;000
  1992.0417;-99999;00;000
  1992.1250;-99999;00;000
  1992.2083;-99999;00;000
  1992.2917;   156; 1;000
  1992.3750;-99999;00;000
  1992.4583;-99999;00;000
  1992.5417;-99999;00;000
  1992.6250;-99999;00;000
  1992.7083;   232;12;000
  1992.7917;   192; 0;000
  1992.8750;   277; 0;000
  1992.9583;   273; 0;000
  1993.0417;   218; 0;000
  1993.1250;    91; 0;000
  1993.2083;   -20; 0;000
  1993.2917;    13; 0;000
  1993.3750;   -70; 0;000
  1993.4583;   -21; 0;000
  1993.5417;  -161; 0;000
  1993.6250;-99999;00;000
  1993.7083;-99999;00;000
  1993.7917;-99999;00;000
  1993.8750;-99999;00;000
  1993.9583;-99999;00;000
  1994.0417;-99999;00;000
  1994.1250;   249; 8;000
  1994.2083;  -103; 0;000
  1994.2917;  -136; 0;000
  1994.3750;   -46; 0;000
  1994.4583;-99999;00;000
  1994.5417;    60; 1;000
  1994.6250;   109;12;000
  1994.7083;   -19; 6;000
  1994.7917;   105; 0;000
  1994.8750;   228; 0;000
  1994.9583;-99999;00;000
  1995.0417;-99999;00;000
  1995.1250;-99999;00;000
  1995.2083;-99999;00;000
  1995.2917;-99999;00;000
  1995.3750;-99999;00;000
  1995.4583;    38; 0;000
  1995.5417;    28; 0;000
  1995.6250;   106; 0;000
  1995.7083;   191; 0;000
  1995.7917;   135; 0;000
  1995.8750;   247; 5;000
  1995.9583;    92; 1;000
  1996.0417;   257; 1;000
  1996.1250;   103; 0;000
  1996.2083;    87; 0;000
  1996.2917;   -26; 0;000
  1996.3750;    46; 0;000
  1996.4583;    42; 0;000
  1996.5417;    75; 0;000
  1996.6250;   109; 0;000
  1996.7083;   156; 0;000
  1996.7917;   153; 0;000
  1996.8750;   194; 0;000
  1996.9583;   210; 0;000
  1997.0417;   367; 0;000
  1997.1250;   357; 0;000
  1997.2083;   579; 0;000
  1997.2917;   332; 0;000
  1997.3750;    57; 0;000
  1997.4583;   103; 0;000
  1997.5417;   102; 0;000
  1997.6250;   140; 0;000
  1997.7083;   193; 0;000
  1997.7917;   191; 0;000
  1997.8750;   297; 0;000
  1997.9583;   328; 0;000
  1998.0417;   176; 0;000
  1998.1250;   109; 0;000
  1998.2083;    86; 0;000
