1986,11,7,953
1986,11,8,894
1986,11,9,821
1986,11,10,789
1986,11,11,831
1986,11,12,848
1986,11,13,872
1986,11,14,910
1986,11,15,978
1986,11,16,1075
1986,11,17,1065
1986,11,18,1011
1986,11,19,984
1986,11,20,959
1986,11,21,929
1986,11,22,890
1986,11,23,872
1986,11,24,920
1986,11,25,934
1986,11,26,874
1986,11,27,834
1986,11,28,915
1986,11,29,971
1986,11,30,998
1986,12,1,1003
1986,12,2,980
1986,12,3,1010
1986,12,4,984
1986,12,5,911
1986,12,6,807
1986,12,7,849
1986,12,8,990
1986,12,9,1014
1986,12,10,938
1986,12,11,1041
1986,12,12,1165
1986,12,13,1166
1986,12,14,1148
1986,12,15,1135
1986,12,16,1055
1986,12,17,1047
1986,12,18,1089
1986,12,19,1094
1986,12,20,1127
1986,12,21,1147
1986,12,22,1176
1986,12,23,1175
1986,12,24,1089
1986,12,25,1011
1986,12,26,946
1986,12,27,966
1986,12,28,951
1986,12,29,967
1986,12,30,1026
1986,12,31,1090
1987,1,1,1135
1987,1,2,1034
1987,1,3,928
1987,1,4,912
1987,1,5,1031
1987,1,6,954
1987,1,7,834
1987,1,8,935
1987,1,9,1049
1987,1,10,1100
1987,1,11,1190
1987,1,12,1183
1987,1,13,1142
1987,1,14,1131
1987,1,15,1017
1987,1,16,1012
1987,1,17,1024
1987,1,18,1079
1987,1,19,1030
1987,1,20,962
1987,1,21,974
1987,1,22,971
1987,1,23,881
1987,1,24,840
1987,1,25,958
1987,1,26,1086
1987,1,27,1152
1987,1,28,1158
1987,1,29,1095
1987,1,30,1037
1987,1,31,989
1987,2,1,935
1987,2,2,921
1987,2,3,945
1987,2,4,1004
1987,2,5,950
1987,2,6,914
1987,2,7,966
1987,2,8,1034
1987,2,9,1003
1987,2,10,950
1987,2,11,981
1987,2,12,927
1987,2,13,833
1987,2,14,803
1987,2,15,837
1987,2,16,768
1987,2,17,693
1987,2,18,646
1987,2,19,676
1987,2,20,742
1987,2,21,692
1987,2,22,592
1987,2,23,547
1987,2,24,549
1987,2,25,645
1987,2,26,804
1987,2,27,877
1987,2,28,842
1987,3,1,810
1987,3,2,838
1987,3,3,917
1987,3,4,897
1987,3,5,880
1987,3,6,924
1987,3,7,986
1987,3,8,969
1987,3,9,912
1987,3,10,801
1987,3,11,850
1987,3,12,1040
1987,3,13,1066
1987,3,14,977
1987,3,15,922
1987,3,16,818
1987,3,17,760
1987,3,18,778
1987,3,19,703
1987,3,20,618
1987,3,21,587
1987,3,22,686
1987,3,23,782
1987,3,24,769
1987,3,25,738
1987,3,26,743
1987,3,27,712
1987,3,28,797
1987,3,29,894
1987,3,30,912
1987,3,31,899
1987,4,1,860
1987,4,2,835
1987,4,3,888
1987,4,4,896
1987,4,5,871
1987,4,6,833
1987,4,7,866
1987,4,8,866
1987,4,9,864
1987,4,10,872
1987,4,11,904
1987,4,12,904
1987,4,13,923
1987,4,14,930
1987,4,15,918
1987,4,16,952
1987,4,17,922
1987,4,18,890
1987,4,19,887
1987,4,20,879
1987,4,21,906
1987,4,22,903
1987,4,23,892
1987,4,24,882
1987,4,25,918
1987,4,26,1038
1987,4,27,995
1987,4,28,995
1987,4,29,1002
1987,4,30,864
1987,5,1,800
1987,5,2,933
1987,5,3,1030
1987,5,4,1067
1987,5,5,1071
1987,5,6,1049
1987,5,7,1047
1987,5,8,1017
1987,5,9,1081
1987,5,10,1131
1987,5,11,1087
1987,5,12,1056
1987,5,13,1036
1987,5,14,1005
1987,5,15,991
1987,5,16,1003
1987,5,17,1055
1987,5,18,1021
1987,5,19,1024
1987,5,20,996
1987,5,21,968
1987,5,22,943
1987,5,23,950
1987,5,24,965
1987,5,25,1030
1987,5,26,1036
1987,5,27,1009
1987,5,28,1041
1987,5,29,999
1987,5,30,1032
1987,5,31,1128
1987,6,1,1103
1987,6,2,1055
1987,6,3,1061
1987,6,4,1115
1987,6,5,1139
1987,6,6,1150
1987,6,7,1142
1987,6,8,1141
1987,6,9,1070
1987,6,10,1032
1987,6,11,1056
1987,6,12,1122
1987,6,13,1166
1987,6,14,1149
1987,6,15,1130
1987,6,16,1102
1987,6,17,1071
1987,6,18,1050
1987,6,19,1066
1987,6,20,1061
1987,6,21,1027
1987,6,22,1025
1987,6,23,1036
1987,6,24,993
1987,6,25,934
1987,6,26,949
1987,6,27,979
1987,6,28,998
1987,6,29,1028
1987,6,30,1015
1987,7,1,1006
1987,7,2,1047
1987,7,3,1100
1987,7,4,1069
1987,7,5,1040
1987,7,6,1047
1987,7,7,1034
1987,7,8,1040
1987,7,9,1046
1987,7,10,1040
1987,7,11,1043
1987,7,12,1043
1987,7,13,1021
1987,7,14,981
1987,7,15,977
1987,7,16,999
1987,7,17,1009
1987,7,18,975
1987,7,19,957
1987,7,20,972
1987,7,21,995
1987,7,22,949
1987,7,23,954
1987,7,24,997
1987,7,25,-32767
1987,7,26,-32767
1987,7,27,-32767
1987,7,28,952
1987,7,29,985
1987,7,30,1005
1987,7,31,964
1987,8,1,941
1987,8,2,989
1987,8,3,1071
1987,8,4,1106
1987,8,5,1080
1987,8,6,1029
1987,8,7,1013
1987,8,8,1014
1987,8,9,911
1987,8,10,845
1987,8,11,846
1987,8,12,842
1987,8,13,856
1987,8,14,928
1987,8,15,962
1987,8,16,969
1987,8,17,966
1987,8,18,985
1987,8,19,1033
1987,8,20,1044
1987,8,21,1010
1987,8,22,1029
1987,8,23,1022
1987,8,24,978
1987,8,25,965
1987,8,26,960
1987,8,27,992
1987,8,28,1087
1987,8,29,1107
1987,8,30,1034
1987,8,31,1172
1987,9,1,1170
1987,9,2,1130
1987,9,3,1076
1987,9,4,942
1987,9,5,956
1987,9,6,1012
1987,9,7,872
1987,9,8,860
1987,9,9,930
1987,9,10,824
1987,9,11,839
1987,9,12,899
1987,9,13,966
1987,9,14,1129
1987,9,15,954
1987,9,16,817
1987,9,17,944
1987,9,18,1074
1987,9,19,1002
1987,9,20,972
1987,9,21,1004
1987,9,22,1029
1987,9,23,1034
1987,9,24,999
1987,9,25,939
1987,9,26,965
1987,9,27,1002
1987,9,28,987
1987,9,29,971
1987,9,30,974
1987,10,1,980
1987,10,2,1014
1987,10,3,1017
1987,10,4,917
1987,10,5,793
1987,10,6,789
1987,10,7,838
1987,10,8,767
1987,10,9,769
1987,10,10,887
1987,10,11,918
1987,10,12,938
1987,10,13,989
1987,10,14,1002
1987,10,15,972
1987,10,16,954
1987,10,17,904
1987,10,18,840
1987,10,19,847
1987,10,20,860
1987,10,21,868
1987,10,22,868
1987,10,23,919
1987,10,24,1007
1987,10,25,1000
1987,10,26,1032
1987,10,27,1087
1987,10,28,1098
1987,10,29,1071
1987,10,30,1016
1987,10,31,958
1987,11,1,881
1987,11,2,935
1987,11,3,1020
1987,11,4,1030
1987,11,5,1030
1987,11,6,978
1987,11,7,950
1987,11,8,939
1987,11,9,966
1987,11,10,1011
1987,11,11,1037
1987,11,12,1004
1987,11,13,1012
1987,11,14,1042
1987,11,15,963
1987,11,16,901
1987,11,17,961
1987,11,18,1023
1987,11,19,976
1987,11,20,920
1987,11,21,886
1987,11,22,873
1987,11,23,876
1987,11,24,991
1987,11,25,977
1987,11,26,880
1987,11,27,862
1987,11,28,889
1987,11,29,858
1987,11,30,939
1987,12,1,941
1987,12,2,951
1987,12,3,870
1987,12,4,814
1987,12,5,896
1987,12,6,979
1987,12,7,1017
1987,12,8,976
1987,12,9,928
1987,12,10,971
1987,12,11,1043
1987,12,12,1034
1987,12,13,931
1987,12,14,876
1987,12,15,832
1987,12,16,823
1987,12,17,898
1987,12,18,968
1987,12,19,980
1987,12,20,956
1987,12,21,943
1987,12,22,947
1987,12,23,933
1987,12,24,862
1987,12,25,822
1987,12,26,877
1987,12,27,888
1987,12,28,845
1987,12,29,851
1987,12,30,881
1987,12,31,1013
1988,1,1,1130
1988,1,2,1046
1988,1,3,895
1988,1,4,885
1988,1,5,1033
1988,1,6,1031
1988,1,7,999
1988,1,8,1097
1988,1,9,1098
1988,1,10,1014
1988,1,11,941
1988,1,12,918
1988,1,13,994
1988,1,14,1072
1988,1,15,1068
1988,1,16,1116
1988,1,17,1216
1988,1,18,1082
1988,1,19,944
1988,1,20,842
1988,1,21,769
1988,1,22,730
1988,1,23,771
1988,1,24,814
1988,1,25,848
1988,1,26,872
1988,1,27,957
1988,1,28,935
1988,1,29,852
1988,1,30,863
1988,1,31,850
1988,2,1,841
1988,2,2,889
1988,2,3,864
1988,2,4,873
1988,2,5,894
1988,2,6,854
1988,2,7,811
1988,2,8,836
1988,2,9,952
1988,2,10,947
1988,2,11,975
1988,2,12,1088
1988,2,13,1062
1988,2,14,1030
1988,2,15,1125
1988,2,16,1105
1988,2,17,994
1988,2,18,874
1988,2,19,809
1988,2,20,824
1988,2,21,863
1988,2,22,915
1988,2,23,964
1988,2,24,968
1988,2,25,941
1988,2,26,947
1988,2,27,827
1988,2,28,725
1988,2,29,768
1988,3,1,782
1988,3,2,760
1988,3,3,744
1988,3,4,792
1988,3,5,833
1988,3,6,764
1988,3,7,760
1988,3,8,811
1988,3,9,822
1988,3,10,782
1988,3,11,674
1988,3,12,691
1988,3,13,697
1988,3,14,670
1988,3,15,745
1988,3,16,756
1988,3,17,719
1988,3,18,729
1988,3,19,772
1988,3,20,840
1988,3,21,825
1988,3,22,786
1988,3,23,803
1988,3,24,788
1988,3,25,792
1988,3,26,813
1988,3,27,810
1988,3,28,804
1988,3,29,747
1988,3,30,648
1988,3,31,670
1988,4,1,724
1988,4,2,711
1988,4,3,712
1988,4,4,684
1988,4,5,626
1988,4,6,610
1988,4,7,628
1988,4,8,685
1988,4,9,648
1988,4,10,598
1988,4,11,684
1988,4,12,781
